Comune,Anno,Mese,Tipologia,Stelle,Numero Strutture,Letti,Camere
ALGHERO,2021,10,Case e appartamenti per vacanze,III Categoria,7,228,105
ALGHERO,2021,10,Case per ferie,III Categoria,4,142,87
ALGHERO,2021,10,Ostelli per la gioventù,NULL,1,76,24
ALGHERO,2021,10,Ostelli per la gioventù,III Categoria,2,152,38
ALGHERO,2021,10,Turismo Rurale,1 Stella,1,7,7
ALGHERO,2021,10,Turismo Rurale,3 Stelle,7,246,110
ALGHERO,2021,10,Turismo Rurale,4 Stelle,1,49,22
ALGHERO,2021,10,Villaggi turistici,3 Stelle,1,200,30
ALGHERO,2021,10,Villaggi turistici,4 Stelle,1,800,270
ALGHERO,2021,11,Affittacamere,NULL,36,260,127
ALGHERO,2021,11,Affittacamere,I Categoria,9,71,38
ALGHERO,2021,11,Affittacamere,II Categoria,74,561,264
ALGHERO,2021,11,Affittacamere,III Categoria,10,87,42
ALGHERO,2021,11,Agriturismo,NULL,23,236,124
ALGHERO,2021,11,Albergo,3 Stelle,3,252,133
ALGHERO,2021,11,Albergo,4 Stelle,5,636,310
ALGHERO,2021,11,Albergo,5 Stelle,2,534,203
ALGHERO,2021,11,Albergo residenziale,3 Stelle,1,36,12
ALGHERO,2021,11,Albergo residenziale,4 Stelle,1,42,25
ALGHERO,2021,11,Alloggi privati,NULL,561,2594,1110
ALGHERO,2021,11,Bed and breakfast,NULL,69,283,145
ALGHERO,2021,11,Bed and breakfast,1 Stella,42,169,79
ALGHERO,2021,11,Bed and breakfast,2 Stelle,53,238,111
ALGHERO,2021,11,Bed and breakfast,3 Stelle,17,87,37
ALGHERO,2021,11,Boat and Breakfast,NULL,1,4,1
ALGHERO,2021,11,Campeggio,4 Stelle,1,2432,612
ALGHERO,2021,11,Case e appartamenti per vacanze,NULL,7,126,61
ALGHERO,2021,11,Case e appartamenti per vacanze,I Categoria,1,8,4
ALGHERO,2021,11,Case e appartamenti per vacanze,II Categoria,27,558,230
ALGHERO,2021,11,Case e appartamenti per vacanze,III Categoria,7,228,105
ALGHERO,2021,11,Case per ferie,III Categoria,3,90,63
ALGHERO,2021,11,Ostelli per la gioventù,NULL,1,76,24
ALGHERO,2021,11,Ostelli per la gioventù,III Categoria,2,152,38
ALGHERO,2021,11,Turismo Rurale,1 Stella,1,7,7
ALGHERO,2021,11,Turismo Rurale,3 Stelle,4,137,65
ALGHERO,2021,12,Affittacamere,NULL,36,260,127
ALGHERO,2021,12,Affittacamere,I Categoria,10,77,41
ALGHERO,2021,12,Affittacamere,II Categoria,77,587,277
ALGHERO,2021,12,Affittacamere,III Categoria,10,87,42
ALGHERO,2021,12,Agriturismo,NULL,23,236,124
ALGHERO,2021,12,Albergo,3 Stelle,2,153,78
ALGHERO,2021,12,Albergo,4 Stelle,4,551,265
ALGHERO,2021,12,Albergo,5 Stelle,1,48,24
ALGHERO,2021,12,Albergo residenziale,4 Stelle,1,42,25
ALGHERO,2021,12,Alloggi privati,NULL,555,2548,1085
ALGHERO,2021,12,Bed and breakfast,NULL,78,332,169
ALGHERO,2021,12,Bed and breakfast,1 Stella,38,153,70
ALGHERO,2021,12,Bed and breakfast,2 Stelle,59,256,121
ALGHERO,2021,12,Bed and breakfast,3 Stelle,19,96,41
ALGHERO,2021,12,Boat and Breakfast,NULL,1,4,1
ALGHERO,2021,12,Case e appartamenti per vacanze,NULL,7,126,61
ALGHERO,2021,12,Case e appartamenti per vacanze,I Categoria,1,8,4
ALGHERO,2021,12,Case e appartamenti per vacanze,II Categoria,26,543,223
ALGHERO,2021,12,Case e appartamenti per vacanze,III Categoria,7,228,105
ALGHERO,2021,12,Case per ferie,III Categoria,3,90,63
ALGHERO,2021,12,Ostelli per la gioventù,III Categoria,2,152,38
ALGHERO,2021,12,Turismo Rurale,1 Stella,1,7,7
ALGHERO,2021,12,Turismo Rurale,3 Stelle,4,137,65
ALLAI,2021,1,Alloggi privati,NULL,1,4,3
ALLAI,2021,6,Alloggi privati,NULL,1,4,3
ALLAI,2021,7,Alloggi privati,NULL,1,4,3
ALLAI,2021,8,Alloggi privati,NULL,1,4,3
ALLAI,2021,9,Alloggi privati,NULL,1,4,3
ALLAI,2021,11,Alloggi privati,NULL,1,6,3
ALLAI,2021,12,Alloggi privati,NULL,1,6,3
ANELA,2021,1,Agriturismo,NULL,1,6,5
ANELA,2021,2,Agriturismo,NULL,1,6,5
ANELA,2021,3,Agriturismo,NULL,1,6,5
ANELA,2021,4,Agriturismo,NULL,1,6,5
ANELA,2021,4,Alloggi privati,NULL,1,4,1
ANELA,2021,5,Agriturismo,NULL,1,6,5
ANELA,2021,5,Alloggi privati,NULL,1,4,1
ANELA,2021,6,Agriturismo,NULL,1,6,5
ANELA,2021,6,Alloggi privati,NULL,1,4,1
ANELA,2021,7,Agriturismo,NULL,1,6,5
ANELA,2021,7,Alloggi privati,NULL,1,4,1
ANELA,2021,8,Agriturismo,NULL,1,6,5
ANELA,2021,8,Alloggi privati,NULL,1,4,1
ANELA,2021,9,Agriturismo,NULL,1,6,5
ANELA,2021,9,Alloggi privati,NULL,1,4,1
ANELA,2021,10,Agriturismo,NULL,1,6,5
ANELA,2021,11,Agriturismo,NULL,1,6,5
ANELA,2021,12,Agriturismo,NULL,1,6,5
ARBOREA,2021,1,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,1,Albergo,2 Stelle,2,86,30
ARBOREA,2021,1,Albergo,4 Stelle,1,94,38
ARBOREA,2021,1,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,2,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,2,Albergo,2 Stelle,2,86,30
ARBOREA,2021,2,Albergo,4 Stelle,1,94,38
ARBOREA,2021,2,Bed and breakfast,1 Stella,1,2,1
ARBOREA,2021,2,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,3,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,3,Albergo,2 Stelle,2,86,30
ARBOREA,2021,3,Albergo,4 Stelle,1,94,38
ARBOREA,2021,3,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,4,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,4,Albergo,2 Stelle,2,86,30
ARBOREA,2021,4,Albergo,4 Stelle,1,94,38
ARBOREA,2021,4,Campeggio,3 Stelle,1,654,170
ARBOREA,2021,4,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,5,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,5,Albergo,2 Stelle,2,86,30
ARBOREA,2021,5,Albergo,3 Stelle,2,274,81
ARBOREA,2021,5,Albergo,4 Stelle,4,730,321
ARBOREA,2021,5,Campeggio,3 Stelle,1,654,170
ARBOREA,2021,5,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,6,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,6,Albergo,2 Stelle,3,105,39
ARBOREA,2021,6,Albergo,3 Stelle,2,274,81
ARBOREA,2021,6,Albergo,4 Stelle,4,730,321
ARBOREA,2021,6,Alloggi privati,NULL,1,4,1
ARBOREA,2021,6,Campeggio,3 Stelle,1,654,170
ARBOREA,2021,6,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,7,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,7,Albergo,2 Stelle,3,105,39
ARBOREA,2021,7,Albergo,3 Stelle,2,274,81
ARBOREA,2021,7,Albergo,4 Stelle,4,730,321
ARBOREA,2021,7,Alloggi privati,NULL,1,4,1
ARBOREA,2021,7,Bed and breakfast,1 Stella,1,5,3
ARBOREA,2021,7,Campeggio,3 Stelle,1,654,170
ARBOREA,2021,7,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,8,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,8,Albergo,2 Stelle,3,105,39
ARBOREA,2021,8,Albergo,3 Stelle,2,274,81
ARBOREA,2021,8,Albergo,4 Stelle,4,730,321
ARBOREA,2021,8,Alloggi privati,NULL,1,4,1
ARBOREA,2021,8,Bed and breakfast,1 Stella,1,5,3
ARBOREA,2021,8,Campeggio,3 Stelle,1,654,170
ARBOREA,2021,8,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,9,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,9,Albergo,2 Stelle,3,105,39
ARBOREA,2021,9,Albergo,3 Stelle,2,274,81
ARBOREA,2021,9,Albergo,4 Stelle,4,730,321
ARBOREA,2021,9,Alloggi privati,NULL,1,4,1
ARBOREA,2021,9,Bed and breakfast,1 Stella,1,5,3
ARBOREA,2021,9,Campeggio,3 Stelle,1,654,170
ARBOREA,2021,9,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,10,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,10,Albergo,2 Stelle,3,105,39
ARBOREA,2021,10,Albergo,3 Stelle,2,274,81
ARBOREA,2021,10,Albergo,4 Stelle,4,730,321
ARBOREA,2021,10,Alloggi privati,NULL,1,4,1
ARBOREA,2021,10,Campeggio,3 Stelle,1,654,170
ARBOREA,2021,10,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,11,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,11,Albergo,2 Stelle,3,105,39
ARBOREA,2021,11,Albergo,4 Stelle,1,94,38
ARBOREA,2021,11,Alloggi privati,NULL,4,8,4
ARBOREA,2021,11,Bed and breakfast,1 Stella,1,2,1
ARBOREA,2021,11,Case per ferie,III Categoria,1,40,15
ARBOREA,2021,12,Affittacamere,II Categoria,1,12,5
ARBOREA,2021,12,Albergo,2 Stelle,3,105,39
ARBOREA,2021,12,Albergo,4 Stelle,1,94,38
ARBOREA,2021,12,Alloggi privati,NULL,4,8,4
ARBOREA,2021,12,Bed and breakfast,1 Stella,1,2,1
ARBOREA,2021,12,Case per ferie,III Categoria,1,40,15
ARBUS,2021,1,Affittacamere,NULL,1,6,3
ARBUS,2021,1,Agriturismo,NULL,6,96,49
ARBUS,2021,1,Albergo,1 Stella,1,14,8
ARBUS,2021,1,Albergo,2 Stelle,1,24,9
ARBUS,2021,1,Albergo,3 Stelle,1,58,26
ARBUS,2021,1,Alloggi privati,NULL,15,65,26
ARBUS,2021,1,Bed and breakfast,3 Stelle,1,6,3
ARBUS,2021,1,Case per ferie,III Categoria,1,9,5
ARBUS,2021,2,Affittacamere,NULL,1,6,3
ARBUS,2021,2,Affittacamere,II Categoria,1,8,4
ARBUS,2021,2,Agriturismo,NULL,6,96,49
ARBUS,2021,2,Albergo,1 Stella,1,14,8
ARBUS,2021,2,Albergo,2 Stelle,1,24,9
ARBUS,2021,2,Albergo,3 Stelle,1,58,26
ARBUS,2021,2,Alloggi privati,NULL,19,86,35
ARBUS,2021,2,Bed and breakfast,2 Stelle,1,5,3
ARBUS,2021,2,Bed and breakfast,3 Stelle,1,6,3
ARBUS,2021,2,Case per ferie,III Categoria,1,9,5
ARBUS,2021,3,Affittacamere,NULL,1,6,3
ARBUS,2021,3,Agriturismo,NULL,7,116,61
ARBUS,2021,3,Albergo,1 Stella,1,14,8
ARBUS,2021,3,Albergo,2 Stelle,1,24,9
ARBUS,2021,3,Albergo,3 Stelle,1,58,26
ARBUS,2021,3,Alloggi privati,NULL,22,101,41
ARBUS,2021,3,Bed and breakfast,3 Stelle,1,6,3
ARBUS,2021,3,Case per ferie,III Categoria,1,9,5
ARBUS,2021,4,Affittacamere,NULL,1,6,3
ARBUS,2021,4,Agriturismo,NULL,8,131,64
ARBUS,2021,4,Albergo,1 Stella,1,14,8
ARBUS,2021,4,Albergo,2 Stelle,1,24,9
ARBUS,2021,4,Albergo,3 Stelle,1,58,26
ARBUS,2021,4,Alloggi privati,NULL,36,167,72
ARBUS,2021,4,Bed and breakfast,1 Stella,1,3,3
ARBUS,2021,4,Bed and breakfast,3 Stelle,2,11,6
ARBUS,2021,4,Case per ferie,III Categoria,1,9,5
ARBUS,2021,5,Affittacamere,NULL,1,6,3
ARBUS,2021,5,Affittacamere,II Categoria,1,8,4
ARBUS,2021,5,Agriturismo,NULL,14,235,109
ARBUS,2021,5,Albergo,1 Stella,1,14,8
ARBUS,2021,5,Albergo,2 Stelle,1,24,9
ARBUS,2021,5,Albergo,3 Stelle,2,70,33
ARBUS,2021,5,Alloggi privati,NULL,53,237,103
ARBUS,2021,5,Bed and breakfast,1 Stella,4,14,9
ARBUS,2021,5,Bed and breakfast,2 Stelle,2,10,5
ARBUS,2021,5,Bed and breakfast,3 Stelle,4,19,11
ARBUS,2021,5,Campeggio,3 Stelle,1,147,6
ARBUS,2021,5,Case e appartamenti per vacanze,II Categoria,1,18,9
ARBUS,2021,5,Case per ferie,III Categoria,1,9,5
ARBUS,2021,5,Turismo Rurale,3 Stelle,1,19,11
ARBUS,2021,6,Affittacamere,NULL,1,6,3
ARBUS,2021,6,Affittacamere,II Categoria,1,8,4
ARBUS,2021,6,Agriturismo,NULL,15,257,117
ARBUS,2021,6,Albergo,1 Stella,1,14,8
ARBUS,2021,6,Albergo,2 Stelle,1,24,9
ARBUS,2021,6,Albergo,3 Stelle,3,84,41
ARBUS,2021,6,Alloggi privati,NULL,74,327,147
ARBUS,2021,6,Bed and breakfast,1 Stella,5,20,11
ARBUS,2021,6,Bed and breakfast,2 Stelle,3,15,8
ARBUS,2021,6,Bed and breakfast,3 Stelle,5,27,14
ARBUS,2021,6,Campeggio,3 Stelle,1,147,6
ARBUS,2021,6,Case e appartamenti per vacanze,II Categoria,2,61,22
ARBUS,2021,6,Case per ferie,III Categoria,1,9,5
ARBUS,2021,6,Turismo Rurale,3 Stelle,1,19,11
ARBUS,2021,7,Affittacamere,NULL,1,6,3
ARBUS,2021,7,Affittacamere,II Categoria,1,8,4
ARBUS,2021,7,Agriturismo,NULL,15,257,117
ARBUS,2021,7,Albergo,1 Stella,1,14,8
ARBUS,2021,7,Albergo,2 Stelle,1,24,9
ARBUS,2021,7,Albergo,3 Stelle,4,107,54
ARBUS,2021,7,Alloggi privati,NULL,81,368,165
ARBUS,2021,7,Bed and breakfast,1 Stella,5,20,11
ARBUS,2021,7,Bed and breakfast,2 Stelle,3,15,8
ARBUS,2021,7,Bed and breakfast,3 Stelle,5,27,14
ARBUS,2021,7,Campeggio,3 Stelle,1,147,6
ARBUS,2021,7,Case e appartamenti per vacanze,II Categoria,2,61,22
ARBUS,2021,7,Case per ferie,III Categoria,1,9,5
ARBUS,2021,7,Turismo Rurale,3 Stelle,1,19,11
ARBUS,2021,8,Affittacamere,NULL,1,6,3
ARBUS,2021,8,Affittacamere,II Categoria,1,8,4
ARBUS,2021,8,Agriturismo,NULL,15,257,117
ARBUS,2021,8,Albergo,1 Stella,1,14,8
ARBUS,2021,8,Albergo,2 Stelle,1,24,9
ARBUS,2021,8,Albergo,3 Stelle,4,107,54
ARBUS,2021,8,Albergo,4 Stelle,1,25,25
ARBUS,2021,8,Alloggi privati,NULL,81,368,165
ARBUS,2021,8,Bed and breakfast,1 Stella,5,20,11
ARBUS,2021,8,Bed and breakfast,2 Stelle,3,15,8
ARBUS,2021,8,Bed and breakfast,3 Stelle,5,27,14
ARBUS,2021,8,Campeggio,3 Stelle,1,147,6
ARBUS,2021,8,Case e appartamenti per vacanze,II Categoria,2,61,22
ARBUS,2021,8,Case per ferie,III Categoria,1,9,5
ARBUS,2021,8,Turismo Rurale,3 Stelle,1,19,11
ARBUS,2021,9,Affittacamere,NULL,1,6,3
ARBUS,2021,9,Affittacamere,II Categoria,1,8,4
ARBUS,2021,9,Agriturismo,NULL,15,257,117
ARBUS,2021,9,Albergo,1 Stella,1,14,8
ARBUS,2021,9,Albergo,2 Stelle,1,24,9
ARBUS,2021,9,Albergo,3 Stelle,3,95,47
ARBUS,2021,9,Albergo,4 Stelle,1,25,25
ARBUS,2021,9,Alloggi privati,NULL,79,358,160
ARBUS,2021,9,Bed and breakfast,1 Stella,5,20,11
ARBUS,2021,9,Bed and breakfast,2 Stelle,3,15,8
ARBUS,2021,9,Bed and breakfast,3 Stelle,4,19,11
ARBUS,2021,9,Campeggio,3 Stelle,1,147,6
ARBUS,2021,9,Case e appartamenti per vacanze,II Categoria,2,61,22
ARBUS,2021,9,Case per ferie,III Categoria,1,9,5
ARBUS,2021,9,Turismo Rurale,3 Stelle,1,19,11
ARBUS,2021,10,Affittacamere,NULL,1,6,3
ARBUS,2021,10,Affittacamere,II Categoria,1,8,4
ARBUS,2021,10,Agriturismo,NULL,13,237,106
ARBUS,2021,10,Albergo,1 Stella,1,14,8
ARBUS,2021,10,Albergo,2 Stelle,1,24,9
ARBUS,2021,10,Albergo,3 Stelle,2,72,34
ARBUS,2021,10,Albergo,4 Stelle,1,25,25
ARBUS,2021,10,Alloggi privati,NULL,60,276,118
ARBUS,2021,10,Bed and breakfast,1 Stella,4,14,9
ARBUS,2021,10,Bed and breakfast,2 Stelle,3,15,8
ARBUS,2021,10,Bed and breakfast,3 Stelle,4,19,11
ARBUS,2021,10,Campeggio,3 Stelle,1,147,6
ARBUS,2021,10,Case e appartamenti per vacanze,II Categoria,2,61,22
ARBUS,2021,10,Case per ferie,III Categoria,1,9,5
ARBUS,2021,10,Turismo Rurale,3 Stelle,1,19,11
ARBUS,2021,11,Affittacamere,NULL,1,6,3
ARBUS,2021,11,Agriturismo,NULL,13,237,106
ARBUS,2021,11,Albergo,1 Stella,1,14,8
ARBUS,2021,11,Albergo,2 Stelle,1,24,9
ARBUS,2021,11,Albergo,3 Stelle,1,58,26
ARBUS,2021,11,Alloggi privati,NULL,31,144,60
ARBUS,2021,11,Bed and breakfast,1 Stella,3,11,6
ARBUS,2021,11,Bed and breakfast,2 Stelle,2,9,5
ARBUS,2021,11,Bed and breakfast,3 Stelle,2,13,6
ARBUS,2021,11,Case e appartamenti per vacanze,II Categoria,2,61,22
ARBUS,2021,11,Case per ferie,III Categoria,1,9,5
ARBUS,2021,11,Turismo Rurale,3 Stelle,1,19,11
ARBUS,2021,12,Affittacamere,NULL,1,6,3
ARBUS,2021,12,Agriturismo,NULL,11,177,84
ARBUS,2021,12,Albergo,1 Stella,1,14,8
ARBUS,2021,12,Albergo,2 Stelle,1,24,9
ARBUS,2021,12,Albergo,3 Stelle,1,58,26
ARBUS,2021,12,Alloggi privati,NULL,29,134,57
ARBUS,2021,12,Bed and breakfast,1 Stella,2,5,3
ARBUS,2021,12,Bed and breakfast,2 Stelle,2,9,5
ARBUS,2021,12,Bed and breakfast,3 Stelle,2,13,6
ARBUS,2021,12,Case e appartamenti per vacanze,II Categoria,2,61,22
ARBUS,2021,12,Case per ferie,III Categoria,1,9,5
ARDARA,2021,1,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,2,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,3,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,4,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,5,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,6,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,7,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,8,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,9,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,10,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,11,Bed and breakfast,2 Stelle,1,4,3
ARDARA,2021,12,Bed and breakfast,2 Stelle,1,4,3
ARITZO,2021,1,Affittacamere,II Categoria,1,4,2
ARITZO,2021,1,Agriturismo,NULL,2,33,17
ARITZO,2021,1,Albergo,2 Stelle,1,40,16
ARITZO,2021,1,Albergo,3 Stelle,1,50,31
ARITZO,2021,1,Alloggi privati,NULL,6,24,10
ARITZO,2021,1,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,1,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,2,Affittacamere,II Categoria,1,4,2
ARITZO,2021,2,Agriturismo,NULL,2,33,17
ARITZO,2021,2,Albergo,2 Stelle,1,40,16
ARITZO,2021,2,Alloggi privati,NULL,6,24,10
ARITZO,2021,2,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,2,Bed and breakfast,3 Stelle,1,4,2
ARITZO,2021,2,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,3,Affittacamere,II Categoria,1,4,2
ARITZO,2021,3,Agriturismo,NULL,2,33,17
ARITZO,2021,3,Albergo,2 Stelle,1,40,16
ARITZO,2021,3,Alloggi privati,NULL,6,24,10
ARITZO,2021,3,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,3,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,4,Affittacamere,II Categoria,1,4,2
ARITZO,2021,4,Agriturismo,NULL,2,33,17
ARITZO,2021,4,Albergo,2 Stelle,1,40,16
ARITZO,2021,4,Albergo,3 Stelle,1,50,31
ARITZO,2021,4,Albergo,4 Stelle,1,113,50
ARITZO,2021,4,Alloggi privati,NULL,6,24,10
ARITZO,2021,4,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,4,Bed and breakfast,3 Stelle,1,4,2
ARITZO,2021,4,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,5,Affittacamere,II Categoria,1,4,2
ARITZO,2021,5,Agriturismo,NULL,2,33,17
ARITZO,2021,5,Albergo,2 Stelle,1,40,16
ARITZO,2021,5,Albergo,3 Stelle,1,50,31
ARITZO,2021,5,Albergo,4 Stelle,1,113,50
ARITZO,2021,5,Alloggi privati,NULL,6,24,10
ARITZO,2021,5,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,5,Bed and breakfast,3 Stelle,1,4,2
ARITZO,2021,5,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,6,Affittacamere,II Categoria,1,4,2
ARITZO,2021,6,Agriturismo,NULL,2,33,17
ARITZO,2021,6,Albergo,2 Stelle,1,40,16
ARITZO,2021,6,Albergo,3 Stelle,1,50,31
ARITZO,2021,6,Albergo,4 Stelle,1,113,50
ARITZO,2021,6,Alloggi privati,NULL,6,24,10
ARITZO,2021,6,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,6,Bed and breakfast,3 Stelle,1,4,2
ARITZO,2021,6,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,7,Affittacamere,II Categoria,1,4,2
ARITZO,2021,7,Agriturismo,NULL,2,33,17
ARITZO,2021,7,Albergo,2 Stelle,1,40,16
ARITZO,2021,7,Albergo,3 Stelle,1,50,31
ARITZO,2021,7,Albergo,4 Stelle,1,113,50
ARITZO,2021,7,Alloggi privati,NULL,6,24,10
ARITZO,2021,7,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,7,Bed and breakfast,3 Stelle,1,4,2
ARITZO,2021,7,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,8,Affittacamere,II Categoria,1,4,2
ARITZO,2021,8,Agriturismo,NULL,2,33,17
ARITZO,2021,8,Albergo,2 Stelle,1,40,16
ARITZO,2021,8,Albergo,3 Stelle,1,50,31
ARITZO,2021,8,Albergo,4 Stelle,1,113,50
ARITZO,2021,8,Alloggi privati,NULL,6,24,10
ARITZO,2021,8,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,8,Bed and breakfast,3 Stelle,1,4,2
ARITZO,2021,8,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,9,Affittacamere,II Categoria,1,4,2
ARITZO,2021,9,Agriturismo,NULL,2,33,17
ARITZO,2021,9,Albergo,2 Stelle,1,40,16
ARITZO,2021,9,Albergo,3 Stelle,1,50,31
ARITZO,2021,9,Albergo,4 Stelle,1,113,50
ARITZO,2021,9,Alloggi privati,NULL,5,20,8
ARITZO,2021,9,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,9,Bed and breakfast,3 Stelle,1,4,2
ARITZO,2021,9,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,10,Affittacamere,II Categoria,1,4,2
ARITZO,2021,10,Agriturismo,NULL,2,33,17
ARITZO,2021,10,Albergo,2 Stelle,1,40,16
ARITZO,2021,10,Albergo,3 Stelle,1,50,31
ARITZO,2021,10,Albergo,4 Stelle,1,113,50
ARITZO,2021,10,Alloggi privati,NULL,5,20,8
ARITZO,2021,10,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,10,Bed and breakfast,3 Stelle,1,4,2
ARITZO,2021,10,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,11,Affittacamere,II Categoria,1,4,2
ARITZO,2021,11,Agriturismo,NULL,2,33,17
ARITZO,2021,11,Albergo,2 Stelle,1,40,16
ARITZO,2021,11,Albergo,3 Stelle,1,50,31
ARITZO,2021,11,Albergo,4 Stelle,1,113,50
ARITZO,2021,11,Alloggi privati,NULL,5,20,8
ARITZO,2021,11,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,11,Bed and breakfast,3 Stelle,1,4,2
ARITZO,2021,11,Case e appartamenti per vacanze,I Categoria,1,14,10
ARITZO,2021,12,Affittacamere,II Categoria,1,4,2
ARITZO,2021,12,Agriturismo,NULL,2,33,17
ARITZO,2021,12,Albergo,2 Stelle,1,40,16
ARITZO,2021,12,Albergo,3 Stelle,1,50,31
ARITZO,2021,12,Albergo,4 Stelle,1,113,50
ARITZO,2021,12,Alloggi privati,NULL,5,20,8
ARITZO,2021,12,Bed and breakfast,1 Stella,2,10,5
ARITZO,2021,12,Bed and breakfast,3 Stelle,1,4,2
ARITZO,2021,12,Case e appartamenti per vacanze,I Categoria,1,14,10
ARMUNGIA,2021,3,Bed and breakfast,3 Stelle,1,6,3
ARMUNGIA,2021,6,Bed and breakfast,3 Stelle,1,6,3
ARMUNGIA,2021,7,Bed and breakfast,3 Stelle,1,6,3
ARMUNGIA,2021,8,Affittacamere,III Categoria,1,9,4
ARMUNGIA,2021,8,Bed and breakfast,3 Stelle,1,6,3
ARMUNGIA,2021,9,Affittacamere,III Categoria,1,9,4
ARMUNGIA,2021,10,Affittacamere,III Categoria,1,9,4
ARMUNGIA,2021,11,Affittacamere,III Categoria,1,9,4
ARMUNGIA,2021,12,Affittacamere,III Categoria,1,9,4
ARZACHENA,2021,1,Affittacamere,NULL,3,24,10
ARZACHENA,2021,1,Affittacamere,I Categoria,4,38,16
ARZACHENA,2021,1,Affittacamere,II Categoria,1,13,5
ARZACHENA,2021,1,Affittacamere,III Categoria,1,4,3
ARZACHENA,2021,1,Agriturismo,NULL,1,10,5
ARZACHENA,2021,1,Albergo,3 Stelle,1,107,50
ARZACHENA,2021,1,Albergo,4 Stelle,1,94,41
ARZACHENA,2021,1,Alloggi privati,NULL,182,820,318
ARZACHENA,2021,1,Bed and breakfast,NULL,1,7,1
ARZACHENA,2021,1,Bed and breakfast,1 Stella,1,6,3
ARZACHENA,2021,1,Case e appartamenti per vacanze,NULL,3,78,17
ARZACHENA,2021,1,Case e appartamenti per vacanze,I Categoria,1,72,19
ARZACHENA,2021,1,Residence,I Categoria,1,239,53
ARZACHENA,2021,2,Affittacamere,NULL,3,24,10
ARZACHENA,2021,2,Affittacamere,I Categoria,4,38,16
ARZACHENA,2021,2,Affittacamere,II Categoria,1,13,5
ARZACHENA,2021,2,Affittacamere,III Categoria,1,4,3
ARZACHENA,2021,2,Agriturismo,NULL,1,10,5
ARZACHENA,2021,2,Albergo,3 Stelle,2,124,57
ARZACHENA,2021,2,Albergo,4 Stelle,1,94,41
ARZACHENA,2021,2,Albergo,5 Stelle,1,20,10
ARZACHENA,2021,2,Alloggi privati,NULL,182,820,318
ARZACHENA,2021,2,Bed and breakfast,NULL,1,7,1
ARZACHENA,2021,2,Bed and breakfast,1 Stella,1,6,3
ARZACHENA,2021,2,Case e appartamenti per vacanze,NULL,3,78,17
ARZACHENA,2021,2,Case e appartamenti per vacanze,I Categoria,1,72,19
