anno,Provincia,comune,mese,Tipologia,Stelle,numero_strutture,letti,camere
2019,CittàmetropolitanaCagliari,ASSEMINI,1,Affittacamere,IICategoria,1,9,4
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Affittacamere,NULL,8,57,29
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Affittacamere,ICategoria,3,28,13
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Affittacamere,IICategoria,67,545,274
2019,CittàmetropolitanaCagliari,CAPOTERRA,1,Affittacamere,IICategoria,2,16,8
2019,CittàmetropolitanaCagliari,PULA,1,Affittacamere,IICategoria,2,19,10
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,1,Affittacamere,IICategoria,2,12,7
2019,CittàmetropolitanaCagliari,QUARTUCCIU,1,Affittacamere,NULL,1,17,5
2019,CittàmetropolitanaCagliari,QUARTUCCIU,1,Affittacamere,IICategoria,2,19,7
2019,CittàmetropolitanaCagliari,SESTU,1,Affittacamere,IICategoria,2,12,6
2019,CittàmetropolitanaCagliari,ASSEMINI,1,Agriturismo,NULL,2,23,11
2019,CittàmetropolitanaCagliari,ASSEMINI,1,Albergo,3Stelle,1,103,55
2019,CittàmetropolitanaCagliari,ASSEMINI,1,Albergo,4Stelle,1,182,84
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Albergo,1Stella,4,72,29
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Albergo,2Stelle,2,44,28
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Albergo,3Stelle,10,807,405
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Albergo,4Stelle,8,1357,673
2019,CittàmetropolitanaCagliari,CAPOTERRA,1,Albergo,3Stelle,2,40,20
2019,CittàmetropolitanaCagliari,PULA,1,Albergo,3Stelle,4,131,64
2019,CittàmetropolitanaCagliari,PULA,1,Albergo,4Stelle,2,81,40
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,1,Albergo,2Stelle,1,23,15
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,1,Albergo,3Stelle,2,214,91
2019,CittàmetropolitanaCagliari,SARROCH,1,Albergo,1Stella,1,25,14
2019,CittàmetropolitanaCagliari,SARROCH,1,Albergo,2Stelle,1,24,15
2019,CittàmetropolitanaCagliari,SELARGIUS,1,Albergo,3Stelle,1,147,87
2019,CittàmetropolitanaCagliari,SELARGIUS,1,Albergo,4Stelle,1,117,60
2019,CittàmetropolitanaCagliari,UTA,1,Albergo,3Stelle,1,20,10
2019,CittàmetropolitanaCagliari,ELMAS,1,Albergoresidenziale,3Stelle,1,66,18
2019,CittàmetropolitanaCagliari,SINNAI,1,Albergoresidenziale,3Stelle,1,114,32
2019,CittàmetropolitanaCagliari,ASSEMINI,1,Alloggiprivati,NULL,1,8,4
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Alloggiprivati,NULL,103,445,186
2019,CittàmetropolitanaCagliari,CAPOTERRA,1,Alloggiprivati,NULL,3,17,7
2019,CittàmetropolitanaCagliari,ELMAS,1,Alloggiprivati,NULL,1,2,1
2019,CittàmetropolitanaCagliari,MONSERRATO,1,Alloggiprivati,NULL,6,20,9
2019,CittàmetropolitanaCagliari,PULA,1,Alloggiprivati,NULL,21,95,43
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,1,Alloggiprivati,NULL,33,168,61
2019,CittàmetropolitanaCagliari,QUARTUCCIU,1,Alloggiprivati,NULL,2,11,6
2019,CittàmetropolitanaCagliari,SARROCH,1,Alloggiprivati,NULL,2,9,5
2019,CittàmetropolitanaCagliari,SELARGIUS,1,Alloggiprivati,NULL,2,7,4
2019,CittàmetropolitanaCagliari,SESTU,1,Alloggiprivati,NULL,1,2,1
2019,CittàmetropolitanaCagliari,UTA,1,Alloggiprivati,NULL,1,7,4
2019,CittàmetropolitanaCagliari,VILLASANPIETRO,1,Alloggiprivati,NULL,1,4,2
2019,CittàmetropolitanaCagliari,ASSEMINI,1,Bedandbreakfast,NULL,6,23,13
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Bedandbreakfast,NULL,81,357,159
2019,CittàmetropolitanaCagliari,CAPOTERRA,1,Bedandbreakfast,NULL,8,39,16
2019,CittàmetropolitanaCagliari,DECIMOMANNU,1,Bedandbreakfast,NULL,2,9,5
2019,CittàmetropolitanaCagliari,ELMAS,1,Bedandbreakfast,NULL,5,19,10
2019,CittàmetropolitanaCagliari,MARACALAGONIS,1,Bedandbreakfast,NULL,1,6,3
2019,CittàmetropolitanaCagliari,MONSERRATO,1,Bedandbreakfast,NULL,3,16,5
2019,CittàmetropolitanaCagliari,PULA,1,Bedandbreakfast,NULL,4,20,11
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,1,Bedandbreakfast,NULL,18,85,46
2019,CittàmetropolitanaCagliari,QUARTUCCIU,1,Bedandbreakfast,NULL,2,7,2
2019,CittàmetropolitanaCagliari,SARROCH,1,Bedandbreakfast,NULL,3,18,8
2019,CittàmetropolitanaCagliari,SELARGIUS,1,Bedandbreakfast,NULL,2,5,3
2019,CittàmetropolitanaCagliari,SESTU,1,Bedandbreakfast,NULL,3,11,6
2019,CittàmetropolitanaCagliari,SETTIMOSANPIETRO,1,Bedandbreakfast,NULL,2,6,2
2019,CittàmetropolitanaCagliari,SINNAI,1,Bedandbreakfast,NULL,6,32,14
2019,CittàmetropolitanaCagliari,VILLASANPIETRO,1,Bedandbreakfast,NULL,1,6,3
2019,CittàmetropolitanaCagliari,VILLASANPIETRO,1,Bedandbreakfast,3Stelle,1,4,2
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Caseeappartamentipervacanze,IICategoria,7,114,61
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Caseperferie,NULL,3,599,339
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Caseperferie,IIICategoria,4,285,226
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Ostelliperlagioventù,IIICategoria,1,125,35
2019,CittàmetropolitanaCagliari,PULA,1,Ostelliperlagioventù,IIICategoria,1,83,NULL
2019,CittàmetropolitanaCagliari,ASSEMINI,1,Residence,IICategoria,1,50,25
2019,CittàmetropolitanaCagliari,CAGLIARI,1,Residence,IICategoria,1,50,25
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,1,Residence,NULL,1,81,30
2019,CittàmetropolitanaCagliari,ASSEMINI,2,Affittacamere,IICategoria,1,9,4
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Affittacamere,NULL,7,49,25
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Affittacamere,ICategoria,4,36,17
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Affittacamere,IICategoria,70,580,292
2019,CittàmetropolitanaCagliari,CAPOTERRA,2,Affittacamere,IICategoria,2,16,8
2019,CittàmetropolitanaCagliari,PULA,2,Affittacamere,IICategoria,2,19,10
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,2,Affittacamere,ICategoria,1,10,4
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,2,Affittacamere,IICategoria,2,12,7
2019,CittàmetropolitanaCagliari,QUARTUCCIU,2,Affittacamere,NULL,1,17,5
2019,CittàmetropolitanaCagliari,QUARTUCCIU,2,Affittacamere,IICategoria,1,13,4
2019,CittàmetropolitanaCagliari,SESTU,2,Affittacamere,IICategoria,2,12,6
2019,CittàmetropolitanaCagliari,ASSEMINI,2,Agriturismo,NULL,2,23,11
2019,CittàmetropolitanaCagliari,ASSEMINI,2,Albergo,3Stelle,1,103,55
2019,CittàmetropolitanaCagliari,ASSEMINI,2,Albergo,4Stelle,1,182,84
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Albergo,1Stella,3,52,21
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Albergo,2Stelle,2,44,28
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Albergo,3Stelle,10,807,405
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Albergo,4Stelle,8,1357,673
2019,CittàmetropolitanaCagliari,CAPOTERRA,2,Albergo,3Stelle,2,40,20
2019,CittàmetropolitanaCagliari,PULA,2,Albergo,3Stelle,4,131,64
2019,CittàmetropolitanaCagliari,PULA,2,Albergo,4Stelle,3,307,124
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,2,Albergo,2Stelle,1,23,15
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,2,Albergo,3Stelle,2,214,91
2019,CittàmetropolitanaCagliari,SARROCH,2,Albergo,1Stella,1,25,14
2019,CittàmetropolitanaCagliari,SARROCH,2,Albergo,2Stelle,1,24,15
2019,CittàmetropolitanaCagliari,SELARGIUS,2,Albergo,3Stelle,1,147,87
2019,CittàmetropolitanaCagliari,SELARGIUS,2,Albergo,4Stelle,1,117,60
2019,CittàmetropolitanaCagliari,UTA,2,Albergo,3Stelle,1,20,10
2019,CittàmetropolitanaCagliari,ELMAS,2,Albergoresidenziale,3Stelle,1,66,18
2019,CittàmetropolitanaCagliari,SINNAI,2,Albergoresidenziale,3Stelle,1,114,32
2019,CittàmetropolitanaCagliari,ASSEMINI,2,Alloggiprivati,NULL,1,8,4
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Alloggiprivati,NULL,101,442,185
2019,CittàmetropolitanaCagliari,CAPOTERRA,2,Alloggiprivati,NULL,1,4,2
2019,CittàmetropolitanaCagliari,ELMAS,2,Alloggiprivati,NULL,1,2,1
2019,CittàmetropolitanaCagliari,MONSERRATO,2,Alloggiprivati,NULL,7,23,10
2019,CittàmetropolitanaCagliari,PULA,2,Alloggiprivati,NULL,22,99,45
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,2,Alloggiprivati,NULL,33,173,60
2019,CittàmetropolitanaCagliari,QUARTUCCIU,2,Alloggiprivati,NULL,2,11,6
2019,CittàmetropolitanaCagliari,SARROCH,2,Alloggiprivati,NULL,2,11,6
2019,CittàmetropolitanaCagliari,SELARGIUS,2,Alloggiprivati,NULL,2,7,4
2019,CittàmetropolitanaCagliari,UTA,2,Alloggiprivati,NULL,1,7,4
2019,CittàmetropolitanaCagliari,VILLASANPIETRO,2,Alloggiprivati,NULL,1,4,2
2019,CittàmetropolitanaCagliari,ASSEMINI,2,Bedandbreakfast,NULL,6,23,13
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Bedandbreakfast,NULL,86,386,177
2019,CittàmetropolitanaCagliari,CAPOTERRA,2,Bedandbreakfast,NULL,8,39,14
2019,CittàmetropolitanaCagliari,DECIMOMANNU,2,Bedandbreakfast,NULL,1,5,3
2019,CittàmetropolitanaCagliari,ELMAS,2,Bedandbreakfast,NULL,4,16,8
2019,CittàmetropolitanaCagliari,MARACALAGONIS,2,Bedandbreakfast,NULL,1,6,3
2019,CittàmetropolitanaCagliari,MONSERRATO,2,Bedandbreakfast,NULL,6,29,12
2019,CittàmetropolitanaCagliari,PULA,2,Bedandbreakfast,NULL,4,21,11
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,2,Bedandbreakfast,NULL,11,52,30
2019,CittàmetropolitanaCagliari,QUARTUCCIU,2,Bedandbreakfast,NULL,4,13,5
2019,CittàmetropolitanaCagliari,SARROCH,2,Bedandbreakfast,NULL,2,14,6
2019,CittàmetropolitanaCagliari,SESTU,2,Bedandbreakfast,NULL,1,2,1
2019,CittàmetropolitanaCagliari,SETTIMOSANPIETRO,2,Bedandbreakfast,NULL,2,6,2
2019,CittàmetropolitanaCagliari,SINNAI,2,Bedandbreakfast,NULL,9,48,17
2019,CittàmetropolitanaCagliari,VILLASANPIETRO,2,Bedandbreakfast,3Stelle,2,13,5
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Caseeappartamentipervacanze,IICategoria,7,114,61
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Caseperferie,NULL,3,599,339
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Caseperferie,IIICategoria,4,285,226
2019,CittàmetropolitanaCagliari,SINNAI,2,Caseperferie,IIICategoria,1,38,20
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Ostelliperlagioventù,IIICategoria,1,125,35
2019,CittàmetropolitanaCagliari,PULA,2,Ostelliperlagioventù,IIICategoria,1,83,NULL
2019,CittàmetropolitanaCagliari,ASSEMINI,2,Residence,IICategoria,1,50,25
2019,CittàmetropolitanaCagliari,CAGLIARI,2,Residence,IICategoria,1,50,25
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,2,Residence,NULL,1,81,30
2019,CittàmetropolitanaCagliari,ASSEMINI,3,Affittacamere,IICategoria,1,9,4
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Affittacamere,NULL,8,59,30
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Affittacamere,ICategoria,4,36,17
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Affittacamere,IICategoria,75,603,307
2019,CittàmetropolitanaCagliari,CAPOTERRA,3,Affittacamere,IICategoria,2,16,8
2019,CittàmetropolitanaCagliari,PULA,3,Affittacamere,IICategoria,2,19,10
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,3,Affittacamere,ICategoria,4,41,21
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,3,Affittacamere,IICategoria,2,12,7
2019,CittàmetropolitanaCagliari,QUARTUCCIU,3,Affittacamere,IICategoria,2,19,7
2019,CittàmetropolitanaCagliari,SESTU,3,Affittacamere,IICategoria,2,12,6
2019,CittàmetropolitanaCagliari,ASSEMINI,3,Agriturismo,NULL,2,23,11
2019,CittàmetropolitanaCagliari,UTA,3,Agriturismo,NULL,1,8,NULL
2019,CittàmetropolitanaCagliari,ASSEMINI,3,Albergo,3Stelle,1,103,55
2019,CittàmetropolitanaCagliari,ASSEMINI,3,Albergo,4Stelle,1,182,84
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Albergo,1Stella,4,72,29
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Albergo,2Stelle,2,44,28
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Albergo,3Stelle,10,807,405
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Albergo,4Stelle,8,1357,673
2019,CittàmetropolitanaCagliari,CAPOTERRA,3,Albergo,3Stelle,3,65,28
2019,CittàmetropolitanaCagliari,PULA,3,Albergo,3Stelle,4,131,64
2019,CittàmetropolitanaCagliari,PULA,3,Albergo,4Stelle,5,1207,506
2019,CittàmetropolitanaCagliari,PULA,3,Albergo,5Stelle,1,471,193
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,3,Albergo,2Stelle,1,23,15
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,3,Albergo,3Stelle,2,214,91
2019,CittàmetropolitanaCagliari,SARROCH,3,Albergo,1Stella,1,25,14
2019,CittàmetropolitanaCagliari,SARROCH,3,Albergo,2Stelle,1,24,15
2019,CittàmetropolitanaCagliari,SELARGIUS,3,Albergo,3Stelle,1,147,87
2019,CittàmetropolitanaCagliari,SELARGIUS,3,Albergo,4Stelle,1,117,60
2019,CittàmetropolitanaCagliari,UTA,3,Albergo,3Stelle,1,20,10
2019,CittàmetropolitanaCagliari,ELMAS,3,Albergoresidenziale,3Stelle,1,66,18
2019,CittàmetropolitanaCagliari,SINNAI,3,Albergoresidenziale,3Stelle,1,114,32
2019,CittàmetropolitanaCagliari,ASSEMINI,3,Alloggiprivati,NULL,2,12,6
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Alloggiprivati,NULL,134,574,236
2019,CittàmetropolitanaCagliari,CAPOTERRA,3,Alloggiprivati,NULL,1,4,2
2019,CittàmetropolitanaCagliari,ELMAS,3,Alloggiprivati,NULL,1,2,1
2019,CittàmetropolitanaCagliari,MARACALAGONIS,3,Alloggiprivati,NULL,2,10,4
2019,CittàmetropolitanaCagliari,MONSERRATO,3,Alloggiprivati,NULL,8,27,12
2019,CittàmetropolitanaCagliari,PULA,3,Alloggiprivati,NULL,31,146,64
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,3,Alloggiprivati,NULL,46,220,81
2019,CittàmetropolitanaCagliari,QUARTUCCIU,3,Alloggiprivati,NULL,2,11,6
2019,CittàmetropolitanaCagliari,SARROCH,3,Alloggiprivati,NULL,3,13,7
2019,CittàmetropolitanaCagliari,SELARGIUS,3,Alloggiprivati,NULL,2,7,4
2019,CittàmetropolitanaCagliari,SESTU,3,Alloggiprivati,NULL,2,5,2
2019,CittàmetropolitanaCagliari,SINNAI,3,Alloggiprivati,NULL,1,2,1
2019,CittàmetropolitanaCagliari,UTA,3,Alloggiprivati,NULL,1,7,4
2019,CittàmetropolitanaCagliari,VILLASANPIETRO,3,Alloggiprivati,NULL,1,4,2
2019,CittàmetropolitanaCagliari,ASSEMINI,3,Bedandbreakfast,NULL,8,34,18
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Bedandbreakfast,NULL,112,485,224
2019,CittàmetropolitanaCagliari,CAPOTERRA,3,Bedandbreakfast,NULL,10,45,16
2019,CittàmetropolitanaCagliari,DECIMOMANNU,3,Bedandbreakfast,NULL,2,9,5
2019,CittàmetropolitanaCagliari,ELMAS,3,Bedandbreakfast,NULL,5,22,11
2019,CittàmetropolitanaCagliari,MONSERRATO,3,Bedandbreakfast,NULL,7,30,13
2019,CittàmetropolitanaCagliari,PULA,3,Bedandbreakfast,NULL,3,14,8
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,3,Bedandbreakfast,NULL,20,91,46
2019,CittàmetropolitanaCagliari,QUARTUCCIU,3,Bedandbreakfast,NULL,6,21,10
2019,CittàmetropolitanaCagliari,SARROCH,3,Bedandbreakfast,NULL,2,14,6
2019,CittàmetropolitanaCagliari,SELARGIUS,3,Bedandbreakfast,NULL,1,5,3
2019,CittàmetropolitanaCagliari,SESTU,3,Bedandbreakfast,NULL,2,9,5
2019,CittàmetropolitanaCagliari,SETTIMOSANPIETRO,3,Bedandbreakfast,NULL,4,14,7
2019,CittàmetropolitanaCagliari,SINNAI,3,Bedandbreakfast,NULL,10,54,23
2019,CittàmetropolitanaCagliari,VILLASANPIETRO,3,Bedandbreakfast,3Stelle,2,13,5
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Caseeappartamentipervacanze,IICategoria,7,114,61
2019,CittàmetropolitanaCagliari,PULA,3,Caseeappartamentipervacanze,IICategoria,1,17,7
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Caseperferie,NULL,3,599,339
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Caseperferie,IIICategoria,4,285,226
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Ostelliperlagioventù,IIICategoria,1,125,35
2019,CittàmetropolitanaCagliari,PULA,3,Ostelliperlagioventù,IIICategoria,1,83,NULL
2019,CittàmetropolitanaCagliari,ASSEMINI,3,Residence,IICategoria,1,50,25
2019,CittàmetropolitanaCagliari,CAGLIARI,3,Residence,IICategoria,1,50,25
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,3,Residence,NULL,1,81,30
2019,CittàmetropolitanaCagliari,ASSEMINI,4,Affittacamere,IICategoria,1,9,4
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Affittacamere,NULL,9,67,34
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Affittacamere,ICategoria,4,36,17
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Affittacamere,IICategoria,77,611,310
2019,CittàmetropolitanaCagliari,CAPOTERRA,4,Affittacamere,NULL,2,15,7
2019,CittàmetropolitanaCagliari,CAPOTERRA,4,Affittacamere,IICategoria,2,16,8
2019,CittàmetropolitanaCagliari,PULA,4,Affittacamere,IICategoria,2,19,10
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,4,Affittacamere,ICategoria,4,41,21
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,4,Affittacamere,IICategoria,4,33,17
2019,CittàmetropolitanaCagliari,QUARTUCCIU,4,Affittacamere,IICategoria,2,19,7
2019,CittàmetropolitanaCagliari,SESTU,4,Affittacamere,IICategoria,2,12,6
2019,CittàmetropolitanaCagliari,ASSEMINI,4,Agriturismo,NULL,2,23,11
2019,CittàmetropolitanaCagliari,UTA,4,Agriturismo,NULL,1,8,NULL
2019,CittàmetropolitanaCagliari,ASSEMINI,4,Albergo,4Stelle,1,182,84
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Albergo,1Stella,4,72,29
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Albergo,2Stelle,3,65,41
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Albergo,3Stelle,11,832,417
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Albergo,4Stelle,8,1357,673
2019,CittàmetropolitanaCagliari,CAPOTERRA,4,Albergo,3Stelle,3,65,28
2019,CittàmetropolitanaCagliari,CAPOTERRA,4,Albergo,4Stelle,1,127,71
2019,CittàmetropolitanaCagliari,PULA,4,Albergo,3Stelle,5,155,78
2019,CittàmetropolitanaCagliari,PULA,4,Albergo,4Stelle,9,1642,679
2019,CittàmetropolitanaCagliari,PULA,4,Albergo,5Stelle,3,878,364
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,4,Albergo,2Stelle,1,23,15
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,4,Albergo,3Stelle,3,292,130
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,4,Albergo,4Stelle,3,1215,522
2019,CittàmetropolitanaCagliari,SARROCH,4,Albergo,1Stella,1,25,14
2019,CittàmetropolitanaCagliari,SARROCH,4,Albergo,2Stelle,1,24,15
2019,CittàmetropolitanaCagliari,SELARGIUS,4,Albergo,3Stelle,1,147,87
2019,CittàmetropolitanaCagliari,SELARGIUS,4,Albergo,4Stelle,1,117,60
2019,CittàmetropolitanaCagliari,SETTIMOSANPIETRO,4,Albergo,2Stelle,1,20,7
2019,CittàmetropolitanaCagliari,UTA,4,Albergo,3Stelle,1,20,10
2019,CittàmetropolitanaCagliari,ELMAS,4,Albergoresidenziale,3Stelle,1,66,18
2019,CittàmetropolitanaCagliari,PULA,4,Albergoresidenziale,4Stelle,1,173,45
2019,CittàmetropolitanaCagliari,SINNAI,4,Albergoresidenziale,3Stelle,1,114,32
2019,CittàmetropolitanaCagliari,ASSEMINI,4,Alloggiprivati,NULL,2,12,6
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Alloggiprivati,NULL,171,721,305
2019,CittàmetropolitanaCagliari,CAPOTERRA,4,Alloggiprivati,NULL,2,7,3
2019,CittàmetropolitanaCagliari,DECIMOMANNU,4,Alloggiprivati,NULL,1,4,2
2019,CittàmetropolitanaCagliari,ELMAS,4,Alloggiprivati,NULL,1,2,1
2019,CittàmetropolitanaCagliari,MARACALAGONIS,4,Alloggiprivati,NULL,8,45,21
2019,CittàmetropolitanaCagliari,MONSERRATO,4,Alloggiprivati,NULL,10,33,15
2019,CittàmetropolitanaCagliari,PULA,4,Alloggiprivati,NULL,49,236,111
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,4,Alloggiprivati,NULL,72,340,130
2019,CittàmetropolitanaCagliari,QUARTUCCIU,4,Alloggiprivati,NULL,3,13,7
2019,CittàmetropolitanaCagliari,SARROCH,4,Alloggiprivati,NULL,5,28,15
2019,CittàmetropolitanaCagliari,SELARGIUS,4,Alloggiprivati,NULL,2,7,4
2019,CittàmetropolitanaCagliari,SESTU,4,Alloggiprivati,NULL,2,5,2
2019,CittàmetropolitanaCagliari,SINNAI,4,Alloggiprivati,NULL,2,6,3
2019,CittàmetropolitanaCagliari,UTA,4,Alloggiprivati,NULL,1,7,4
2019,CittàmetropolitanaCagliari,VILLASANPIETRO,4,Alloggiprivati,NULL,2,10,5
2019,CittàmetropolitanaCagliari,ASSEMINI,4,Bedandbreakfast,NULL,9,42,23
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Bedandbreakfast,NULL,140,599,273
2019,CittàmetropolitanaCagliari,CAPOTERRA,4,Bedandbreakfast,NULL,18,82,31
2019,CittàmetropolitanaCagliari,DECIMOMANNU,4,Bedandbreakfast,NULL,1,5,3
2019,CittàmetropolitanaCagliari,ELMAS,4,Bedandbreakfast,NULL,5,22,11
2019,CittàmetropolitanaCagliari,MARACALAGONIS,4,Bedandbreakfast,NULL,2,12,6
2019,CittàmetropolitanaCagliari,MONSERRATO,4,Bedandbreakfast,NULL,7,30,13
2019,CittàmetropolitanaCagliari,PULA,4,Bedandbreakfast,NULL,11,57,25
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,4,Bedandbreakfast,NULL,26,120,59
2019,CittàmetropolitanaCagliari,QUARTUCCIU,4,Bedandbreakfast,NULL,5,17,7
2019,CittàmetropolitanaCagliari,SARROCH,4,Bedandbreakfast,NULL,5,29,14
2019,CittàmetropolitanaCagliari,SELARGIUS,4,Bedandbreakfast,NULL,1,5,3
2019,CittàmetropolitanaCagliari,SESTU,4,Bedandbreakfast,NULL,2,9,5
2019,CittàmetropolitanaCagliari,SETTIMOSANPIETRO,4,Bedandbreakfast,NULL,4,14,7
2019,CittàmetropolitanaCagliari,SINNAI,4,Bedandbreakfast,NULL,9,47,20
2019,CittàmetropolitanaCagliari,VILLASANPIETRO,4,Bedandbreakfast,NULL,2,7,5
2019,CittàmetropolitanaCagliari,VILLASANPIETRO,4,Bedandbreakfast,3Stelle,1,4,2
2019,CittàmetropolitanaCagliari,PULA,4,Campeggio,2Stelle,1,720,159
2019,CittàmetropolitanaCagliari,PULA,4,Campeggio,3Stelle,1,399,119
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,4,Campeggio,3Stelle,1,400,113
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Caseeappartamentipervacanze,IICategoria,8,118,65
2019,CittàmetropolitanaCagliari,PULA,4,Caseeappartamentipervacanze,IICategoria,1,17,7
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Caseperferie,NULL,3,599,339
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Caseperferie,IIICategoria,4,285,226
2019,CittàmetropolitanaCagliari,SINNAI,4,Caseperferie,IIICategoria,1,38,20
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Ostelliperlagioventù,IIICategoria,1,125,35
2019,CittàmetropolitanaCagliari,PULA,4,Ostelliperlagioventù,IIICategoria,1,83,NULL
2019,CittàmetropolitanaCagliari,ASSEMINI,4,Residence,IICategoria,1,50,25
2019,CittàmetropolitanaCagliari,CAGLIARI,4,Residence,IICategoria,1,50,25
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,4,Residence,NULL,1,81,30
2019,CittàmetropolitanaCagliari,ASSEMINI,5,Affittacamere,IICategoria,1,9,4
2019,CittàmetropolitanaCagliari,CAGLIARI,5,Affittacamere,NULL,7,51,26
2019,CittàmetropolitanaCagliari,CAGLIARI,5,Affittacamere,ICategoria,5,41,19
2019,CittàmetropolitanaCagliari,CAGLIARI,5,Affittacamere,IICategoria,81,625,323
2019,CittàmetropolitanaCagliari,CAPOTERRA,5,Affittacamere,NULL,2,15,7
2019,CittàmetropolitanaCagliari,CAPOTERRA,5,Affittacamere,IICategoria,2,16,8
2019,CittàmetropolitanaCagliari,MARACALAGONIS,5,Affittacamere,NULL,1,5,4
2019,CittàmetropolitanaCagliari,PULA,5,Affittacamere,IICategoria,2,19,10
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,5,Affittacamere,ICategoria,5,52,25
2019,CittàmetropolitanaCagliari,QUARTUSANT'ELENA,5,Affittacamere,IICategoria,4,33,17
2019,CittàmetropolitanaCagliari,QUARTUCCIU,5,Affittacamere,IICategoria,2,19,7
2019,CittàmetropolitanaCagliari,QUARTUCCIU,5,Affittacamere,IIICategoria,1,12,6
