"anno","provincia","mese","macro_tipologia","macro_provenienza","provenienza","arrivi","presenze"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Lussemburgo",,"4"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Islanda","2","4"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Norvegia","3","4"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Norvegia","4","4"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Norvegia",,"9"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Svezia","8","51"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Svezia","17","41"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Svezia","1","3"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Finlandia","8","16"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Svizzera (incluso Liechtenstein)","2","10"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Svizzera (incluso Liechtenstein)","21","86"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Svizzera (incluso Liechtenstein)","59","192"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Austria","2","12"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Austria",,"1"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Austria","16","37"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Malta","13","28"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Malta","13","36"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Malta",,"13"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Turchia","4","18"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Turchia","19","27"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Turchia","1","2"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Estonia","2","4"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Estonia","2","2"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Lettonia","3","4"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Lituania","1","2"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Lituania","8","10"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Lituania","1","4"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Polonia","47","162"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Polonia","128","476"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Polonia","64","236"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Repubblica Ceca","1","5"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Repubblica Ceca","11","80"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Slovacchia","2","3"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Ungheria","1","1"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Ungheria","3","12"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Ungheria","1","7"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Romania","2","9"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Romania","41","146"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Romania","5","41"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Bulgaria","1","1"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Bulgaria","3","3"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Ucraina","2","3"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Ucraina","17","26"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Ucraina","6","14"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Bielorussia","14","18"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Bielorussia","6","11"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Moldavia","1","1"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Russia","40","73"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Russia","24","75"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Russia","1","2"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Slovenia","1","1"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Slovenia","20","91"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Slovenia","1","3"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Croazia","11","30"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Croazia","1","1"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Croazia","1","4"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Altri Paesi Europei","4","6"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Altri Paesi Europei","15","162"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Altri Paesi Europei","1","4"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Egitto","6","15"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Egitto","5","5"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Altri Paesi Africa Mediterranea","36","71"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Altri Paesi Africa Mediterranea","8","15"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Altri Paesi dell'Africa","20","28"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Altri Paesi dell'Africa",,"6"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Altri Paesi dell'Africa","3","38"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Sud Africa","2","2"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Stati Uniti d'America","86","206"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Stati Uniti d'America","12","29"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Stati Uniti d'America","20","52"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Canada","2","4"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Canada","1","2"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Canada","1","2"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Altri Paesi o territori del Nord Americani","3","6"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Messico","2","3"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Messico","1","1"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Venezuela","1","1"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Venezuela","7","7"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Brasile","3","8"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Brasile","10","51"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Brasile","27","95"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Argentina","1","1"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Argentina","13","21"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Altri Paesi Centro - Sud America","2","12"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Altri Paesi Centro - Sud America","7","28"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Altri Paesi Centro - Sud America","5","11"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Cipro","2","24"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Cipro","1","7"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Israele","8","25"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Israele","1","30"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","India","23","64"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","India","1","9"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","India","2","2"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Cina","22","44"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Cina","6","14"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Cina","1","4"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Corea del Sud","2","7"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Giappone","5","49"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Giappone","28","49"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Altri Paesi Asia Occidentale","25","52"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Altri Paesi Asia Occidentale","1","8"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Altri Paesi dell'Asia","5","95"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Altri Paesi dell'Asia","14","27"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Australia","3","10"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Australia","6","14"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Australia","10","19"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Nuova Zelanda","1","1"
"2019","Città metropolitana Cagliari","1","Alberghiero","Stranieri","Altri Paesi o territori dell'Oceania","20","35"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Stranieri","Altri Paesi o territori dell'Oceania","4","4"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Piemonte","528","1088"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Piemonte","21","53"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Piemonte","53","141"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Valle d'Aosta","2","3"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Lombardia","1282","2539"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Lombardia","141","358"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Lombardia","47","169"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Veneto","26","52"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Veneto","39","144"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Veneto","394","778"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Friuli-Venezia Giulia",,"1"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Friuli-Venezia Giulia","127","220"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Friuli-Venezia Giulia","9","67"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Liguria","240","576"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Liguria","7","18"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Liguria","20","38"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Emilia Romagna","425","894"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Emilia Romagna","9","29"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Emilia Romagna","73","283"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Toscana","16","37"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Toscana","455","853"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Toscana","64","154"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Umbria","3","5"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Umbria","123","173"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Umbria","3","8"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Marche",,"3"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Marche","119","216"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Marche","9","19"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Lazio","139","583"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Lazio","1821","2804"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Lazio","43","187"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Abruzzo","99","292"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Abruzzo","1","1"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Abruzzo","13","19"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Molise","22","64"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Molise","3","27"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Campania","477","889"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Campania","60","166"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Campania","24","92"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Puglia","26","78"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Puglia","17","46"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Puglia","269","630"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Basilicata","1","1"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Basilicata","6","13"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Basilicata","23","33"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Calabria","11","22"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Calabria","88","140"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Calabria","5","19"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Sicilia","70","227"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Sicilia","60","302"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Sicilia","505","1570"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Sardegna","988","5074"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Sardegna","312","634"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Sardegna","4900","7808"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Bolzano","22","29"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Bolzano","15","19"
"2019","Città metropolitana Cagliari","1","Alberghiero","Italiani","Trento","34","105"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Complementari","Italiani","Trento","5","8"
"2019","Città metropolitana Cagliari","1","Extra-Alberghiero - Alloggi privati in affitto","Italiani","Trento","1","1"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Francia","33","75"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Francia","44","112"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Francia","187","516"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Paesi Bassi","20","56"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Paesi Bassi","5","11"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Paesi Bassi","96","277"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Germania","129","371"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Germania","31","71"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Germania","89","252"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Regno Unito","14","42"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Regno Unito","39","106"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Regno Unito","114","335"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Irlanda","3","5"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Irlanda","17","45"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Irlanda","5","8"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Danimarca","19","19"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Grecia","3","9"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Grecia","26","47"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Portogallo","3","20"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Portogallo","34","127"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Portogallo","31","99"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Spagna","155","423"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Spagna","27","66"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Spagna","80","217"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Belgio","3","3"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Belgio","14","56"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Belgio","56","142"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Lussemburgo","2","2"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Lussemburgo","8","19"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Lussemburgo",,"5"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Norvegia","2","3"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Svezia","2","6"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Svezia","13","35"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Finlandia","3","7"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Finlandia","1","7"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Finlandia","1","1"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Svizzera (incluso Liechtenstein)","9","60"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Svizzera (incluso Liechtenstein)","14","41"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Svizzera (incluso Liechtenstein)","65","130"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Austria","7","21"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Austria","1","4"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Austria","20","60"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Malta","19","71"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Malta","19","49"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Malta","1","2"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Turchia","7","49"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Turchia","9","25"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Estonia","11","45"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Estonia","1","2"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Estonia","3","9"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Lettonia","1","1"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Lettonia","1","3"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Lituania","1","3"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Lituania","2","3"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Lituania","1","29"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Polonia","79","216"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Polonia","134","554"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Polonia","89","276"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Repubblica Ceca","5","23"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Repubblica Ceca","9","74"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Repubblica Ceca","3","13"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Slovacchia","2","5"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Slovacchia","7","49"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Ungheria","10","22"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Romania","40","221"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Romania","1","6"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Romania","5","13"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Bulgaria","8","13"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Bulgaria","12","89"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Ucraina","1","1"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Ucraina","20","31"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Bielorussia","6","10"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Bielorussia","7","24"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Complementari","Stranieri","Moldavia","1","9"
"2019","Città metropolitana Cagliari","2","Alberghiero","Stranieri","Moldavia","1","3"
"2019","Città metropolitana Cagliari","2","Extra-Alberghiero - Alloggi privati in affitto","Stranieri","Russia","8","16"
