anno,Provincia,Comune,Tipologia,Stelle,Numero Strutture,letti,camere
2020,Provincia di Oristano,ABBASANTA,Agriturismo,NULL,1,10,6
2020,Provincia di Oristano,ABBASANTA,Albergo,3 Stelle,1,91,31
2020,Provincia di Oristano,ABBASANTA,Albergo,4 Stelle,1,25,10
2020,Provincia di Oristano,ABBASANTA,Alloggi privati,NULL,2,9,3
2020,Provincia di Oristano,ABBASANTA,Bed and breakfast,2 Stelle,1,4,2
2020,Provincia di Sassari,AGGIUS,Affittacamere,I Categoria,1,11,5
2020,Provincia di Sassari,AGGIUS,Agriturismo,NULL,3,38,21
2020,Provincia di Sassari,AGGIUS,Alloggi privati,NULL,3,12,6
2020,Provincia di Sassari,AGGIUS,Bed and breakfast,NULL,10,47,23
2020,Provincia di Sassari,AGGIUS,Bed and breakfast,3 Stelle,1,5,3
2020,Provincia di Sassari,AGGIUS,Case e appartamenti per vacanze,II Categoria,1,8,3
2020,Provincia di Sassari,AGLIENTU,Agriturismo,NULL,9,110,51
2020,Provincia di Sassari,AGLIENTU,Albergo,2 Stelle,1,23,11
2020,Provincia di Sassari,AGLIENTU,Albergo,3 Stelle,6,1009,274
2020,Provincia di Sassari,AGLIENTU,Alloggi privati,NULL,61,311,113
2020,Provincia di Sassari,AGLIENTU,Bed and breakfast,NULL,1,3,6
2020,Provincia di Sassari,AGLIENTU,Campeggio,4 Stelle,2,3898,1072
2020,Provincia di Sassari,AGLIENTU,Case e appartamenti per vacanze,II Categoria,2,72,12
2020,Provincia di Sassari,AGLIENTU,Case per ferie,III Categoria,1,10,5
2020,Provincia di Sassari,ALÀ DEI SARDI,Alloggi privati,NULL,1,4,NULL
2020,Provincia di Sassari,ALÀ DEI SARDI,Bed and breakfast,2 Stelle,1,2,2
2020,Provincia di Oristano,ALES,Affittacamere,II Categoria,3,17,9
2020,Provincia di Oristano,ALES,Alloggi privati,NULL,1,6,3
2020,Provincia di Oristano,ALES,Bed and breakfast,NULL,1,4,2
2020,Provincia di Oristano,ALES,Bed and breakfast,1 Stella,1,2,2
2020,Provincia di Oristano,ALES,Bed and breakfast,2 Stelle,1,1,1
2020,Provincia di Sassari,ALGHERO,Affittacamere,NULL,40,287,135
2020,Provincia di Sassari,ALGHERO,Affittacamere,I Categoria,4,36,13
2020,Provincia di Sassari,ALGHERO,Affittacamere,II Categoria,75,585,230
2020,Provincia di Sassari,ALGHERO,Affittacamere,III Categoria,7,58,22
2020,Provincia di Sassari,ALGHERO,Agriturismo,NULL,30,320,153
2020,Provincia di Sassari,ALGHERO,Albergo,3 Stelle,14,1405,640
2020,Provincia di Sassari,ALGHERO,Albergo,4 Stelle,15,3791,1453
2020,Provincia di Sassari,ALGHERO,Albergo,5 Stelle,2,536,203
2020,Provincia di Sassari,ALGHERO,Albergo residenziale,2 Stelle,1,275,66
2020,Provincia di Sassari,ALGHERO,Albergo residenziale,3 Stelle,3,411,72
2020,Provincia di Sassari,ALGHERO,Albergo residenziale,4 Stelle,1,42,25
2020,Provincia di Sassari,ALGHERO,Alloggi privati,NULL,812,3871,503
2020,Provincia di Sassari,ALGHERO,Bed and breakfast,NULL,134,580,289
2020,Provincia di Sassari,ALGHERO,Bed and breakfast,1 Stella,41,157,81
2020,Provincia di Sassari,ALGHERO,Bed and breakfast,2 Stelle,69,293,143
2020,Provincia di Sassari,ALGHERO,Bed and breakfast,3 Stelle,17,86,36
2020,Provincia di Sassari,ALGHERO,Boat and Breakfast,NULL,2,10,4
2020,Provincia di Sassari,ALGHERO,Campeggio,3 Stelle,2,1560,458
2020,Provincia di Sassari,ALGHERO,Campeggio,4 Stelle,1,2432,612
2020,Provincia di Sassari,ALGHERO,Case e appartamenti per vacanze,NULL,10,237,105
2020,Provincia di Sassari,ALGHERO,Case e appartamenti per vacanze,I Categoria,1,8,4
2020,Provincia di Sassari,ALGHERO,Case e appartamenti per vacanze,II Categoria,39,956,117
2020,Provincia di Sassari,ALGHERO,Case e appartamenti per vacanze,III Categoria,5,116,53
2020,Provincia di Sassari,ALGHERO,Case per ferie,III Categoria,3,90,63
2020,Provincia di Sassari,ALGHERO,Ostelli per la gioventù,NULL,1,76,24
2020,Provincia di Sassari,ALGHERO,Ostelli per la gioventù,III Categoria,2,152,38
2020,Provincia di Sassari,ALGHERO,Turismo Rurale,NULL,8,228,75
2020,Provincia di Sassari,ALGHERO,Turismo Rurale,3 Stelle,1,74,33
2020,Provincia di Sassari,ALGHERO,Villaggi turistici,3 Stelle,1,200,30
2020,Provincia di Oristano,ALLAI,Agriturismo,NULL,1,16,8
2020,Provincia di Oristano,ALLAI,Alloggi privati,NULL,2,10,6
2020,Provincia di Oristano,ALLAI,Bed and breakfast,NULL,1,5,3
2020,Provincia di Sassari,ANELA,Agriturismo,NULL,1,6,5
2020,Provincia di Oristano,ARBOREA,Affittacamere,II Categoria,1,11,5
2020,Provincia di Oristano,ARBOREA,Affittacamere,III Categoria,1,4,2
2020,Provincia di Oristano,ARBOREA,Albergo,2 Stelle,4,138,52
2020,Provincia di Oristano,ARBOREA,Albergo,3 Stelle,2,274,81
2020,Provincia di Oristano,ARBOREA,Albergo,4 Stelle,4,730,321
2020,Provincia di Oristano,ARBOREA,Alloggi privati,NULL,6,29,12
2020,Provincia di Oristano,ARBOREA,Bed and breakfast,1 Stella,2,7,4
2020,Provincia di Oristano,ARBOREA,Campeggio,3 Stelle,1,654,170
2020,Provincia di Oristano,ARBOREA,Case per ferie,III Categoria,2,66,22
2020,Provincia del Sud Sardegna,ARBUS,Affittacamere,NULL,1,6,3
2020,Provincia del Sud Sardegna,ARBUS,Affittacamere,II Categoria,1,8,4
2020,Provincia del Sud Sardegna,ARBUS,Agriturismo,NULL,15,249,113
2020,Provincia del Sud Sardegna,ARBUS,Albergo,1 Stella,2,28,15
2020,Provincia del Sud Sardegna,ARBUS,Albergo,2 Stelle,1,24,9
2020,Provincia del Sud Sardegna,ARBUS,Albergo,3 Stelle,4,148,73
2020,Provincia del Sud Sardegna,ARBUS,Albergo,4 Stelle,2,118,46
2020,Provincia del Sud Sardegna,ARBUS,Alloggi privati,NULL,76,325,87
2020,Provincia del Sud Sardegna,ARBUS,Bed and breakfast,NULL,6,26,12
2020,Provincia del Sud Sardegna,ARBUS,Bed and breakfast,1 Stella,5,20,11
2020,Provincia del Sud Sardegna,ARBUS,Bed and breakfast,2 Stelle,2,9,6
2020,Provincia del Sud Sardegna,ARBUS,Bed and breakfast,3 Stelle,4,23,11
2020,Provincia del Sud Sardegna,ARBUS,Campeggio,3 Stelle,1,147,6
2020,Provincia del Sud Sardegna,ARBUS,Case e appartamenti per vacanze,II Categoria,2,61,22
2020,Provincia del Sud Sardegna,ARBUS,Case per ferie,III Categoria,1,9,5
2020,Provincia del Sud Sardegna,ARBUS,Turismo Rurale,NULL,1,19,11
2020,Provincia di Sassari,ARDARA,Bed and breakfast,NULL,1,6,3
2020,Provincia di Sassari,ARDARA,Bed and breakfast,2 Stelle,1,4,3
2020,Provincia di Nuoro,ARITZO,Affittacamere,II Categoria,1,4,2
2020,Provincia di Nuoro,ARITZO,Agriturismo,NULL,2,33,17
2020,Provincia di Nuoro,ARITZO,Albergo,2 Stelle,1,40,16
2020,Provincia di Nuoro,ARITZO,Albergo,3 Stelle,1,50,31
2020,Provincia di Nuoro,ARITZO,Albergo,4 Stelle,1,113,50
2020,Provincia di Nuoro,ARITZO,Alloggi privati,NULL,6,24,10
2020,Provincia di Nuoro,ARITZO,Bed and breakfast,NULL,2,10,5
2020,Provincia di Nuoro,ARITZO,Bed and breakfast,1 Stella,2,10,5
2020,Provincia di Nuoro,ARITZO,Bed and breakfast,3 Stelle,1,4,2
2020,Provincia di Nuoro,ARITZO,Case e appartamenti per vacanze,I Categoria,1,14,10
2020,Provincia del Sud Sardegna,ARMUNGIA,Affittacamere,III Categoria,1,9,NULL
2020,Provincia del Sud Sardegna,ARMUNGIA,Bed and breakfast,NULL,1,4,3
2020,Provincia del Sud Sardegna,ARMUNGIA,Bed and breakfast,1 Stella,1,5,3
2020,Provincia del Sud Sardegna,ARMUNGIA,Bed and breakfast,3 Stelle,1,6,3
2020,Provincia di Sassari,ARZACHENA,Affittacamere,NULL,4,32,6
2020,Provincia di Sassari,ARZACHENA,Affittacamere,I Categoria,3,36,11
2020,Provincia di Sassari,ARZACHENA,Affittacamere,II Categoria,4,40,17
2020,Provincia di Sassari,ARZACHENA,Affittacamere,III Categoria,1,4,0
2020,Provincia di Sassari,ARZACHENA,Agriturismo,NULL,15,181,107
2020,Provincia di Sassari,ARZACHENA,Albergo,2 Stelle,1,20,10
2020,Provincia di Sassari,ARZACHENA,Albergo,3 Stelle,21,1448,633
2020,Provincia di Sassari,ARZACHENA,Albergo,4 Stelle,32,4697,2123
2020,Provincia di Sassari,ARZACHENA,Albergo,5 Stelle,11,1587,744
2020,Provincia di Sassari,ARZACHENA,Albergo,5 Stelle Lusso,3,621,282
2020,Provincia di Sassari,ARZACHENA,Albergo residenziale,3 Stelle,1,134,0
2020,Provincia di Sassari,ARZACHENA,Albergo residenziale,4 Stelle,6,1242,158
2020,Provincia di Sassari,ARZACHENA,Alloggi privati,NULL,261,1208,408
2020,Provincia di Sassari,ARZACHENA,Bed and breakfast,NULL,23,114,55
2020,Provincia di Sassari,ARZACHENA,Bed and breakfast,1 Stella,6,30,15
2020,Provincia di Sassari,ARZACHENA,Bed and breakfast,2 Stelle,3,13,11
2020,Provincia di Sassari,ARZACHENA,Bed and breakfast,3 Stelle,4,22,11
2020,Provincia di Sassari,ARZACHENA,Campeggio,3 Stelle,1,259,258
2020,Provincia di Sassari,ARZACHENA,Campeggio,4 Stelle,1,2904,600
2020,Provincia di Sassari,ARZACHENA,Case e appartamenti per vacanze,NULL,3,68,0
2020,Provincia di Sassari,ARZACHENA,Case e appartamenti per vacanze,I Categoria,4,166,48
2020,Provincia di Sassari,ARZACHENA,Case e appartamenti per vacanze,II Categoria,6,460,12
2020,Provincia di Sassari,ARZACHENA,Locanda,II Categoria,1,0,0
2020,Provincia di Sassari,ARZACHENA,Residence,I Categoria,2,267,20
2020,Provincia di Sassari,ARZACHENA,Residence,II Categoria,4,185,0
2020,Provincia di Sassari,ARZACHENA,Turismo Rurale,NULL,3,44,15
2020,Provincia di Sassari,ARZACHENA,Turismo Rurale,5 Stelle,1,36,14
2020,Provincia di Nuoro,ARZANA,Albergo,3 Stelle,1,73,29
2020,Provincia di Nuoro,ARZANA,Bed and breakfast,NULL,1,4,2
2020,Città metropolitana di Cagliari,ASSEMINI,Affittacamere,NULL,1,5,3
2020,Città metropolitana di Cagliari,ASSEMINI,Affittacamere,II Categoria,2,15,7
2020,Città metropolitana di Cagliari,ASSEMINI,Agriturismo,NULL,2,23,11
2020,Città metropolitana di Cagliari,ASSEMINI,Albergo,3 Stelle,1,103,55
2020,Città metropolitana di Cagliari,ASSEMINI,Albergo,4 Stelle,1,182,84
2020,Città metropolitana di Cagliari,ASSEMINI,Alloggi privati,NULL,19,133,34
2020,Città metropolitana di Cagliari,ASSEMINI,Bed and breakfast,NULL,11,50,27
2020,Città metropolitana di Cagliari,ASSEMINI,Residence,II Categoria,1,50,25
2020,Provincia di Oristano,ASSOLO,Agriturismo,NULL,1,14,7
2020,Provincia di Nuoro,ATZARA,Agriturismo,NULL,1,12,6
2020,Provincia di Nuoro,ATZARA,Alloggi privati,NULL,2,6,3
2020,Provincia di Nuoro,AUSTIS,Agriturismo,NULL,2,32,15
2020,Provincia di Nuoro,AUSTIS,Bed and breakfast,2 Stelle,2,6,4
2020,Provincia di Sassari,BADESI,Affittacamere,NULL,1,6,3
2020,Provincia di Sassari,BADESI,Affittacamere,II Categoria,2,8,NULL
2020,Provincia di Sassari,BADESI,Agriturismo,NULL,1,6,4
2020,Provincia di Sassari,BADESI,Albergo,2 Stelle,1,12,8
2020,Provincia di Sassari,BADESI,Albergo,3 Stelle,3,126,61
2020,Provincia di Sassari,BADESI,Albergo,4 Stelle,3,1468,463
2020,Provincia di Sassari,BADESI,Alloggi privati,NULL,41,155,46
2020,Provincia di Sassari,BADESI,Bed and breakfast,2 Stelle,1,4,2
2020,Provincia di Sassari,BADESI,Campeggio,1 Stella,1,398,33
2020,Provincia di Sassari,BADESI,Case e appartamenti per vacanze,I Categoria,4,175,0
2020,Provincia di Sassari,BADESI,Case e appartamenti per vacanze,II Categoria,6,583,83
2020,Provincia di Sassari,BADESI,Case e appartamenti per vacanze,III Categoria,2,210,11
2020,Provincia di Sassari,BADESI,Residence,II Categoria,1,203,86
2020,Provincia di Sassari,BADESI,Turismo Rurale,NULL,1,20,10
2020,Provincia del Sud Sardegna,BALLAO,Bed and breakfast,2 Stelle,1,8,3
2020,Provincia di Sassari,BANARI,Bed and breakfast,NULL,1,6,3
2020,Provincia di Oristano,BARATILI SAN PIETRO,Alloggi privati,NULL,7,35,17
2020,Provincia di Oristano,BARATILI SAN PIETRO,Bed and breakfast,1 Stella,1,4,2
2020,Provincia di Oristano,BARATILI SAN PIETRO,Bed and breakfast,2 Stelle,1,5,2
2020,Provincia di Oristano,BARESSA,Albergo diffuso,3 Stelle,1,26,12
2020,Provincia di Oristano,BARESSA,Bed and breakfast,1 Stella,1,3,2
2020,Provincia di Nuoro,BARI SARDO,Affittacamere,NULL,1,20,6
2020,Provincia di Nuoro,BARI SARDO,Agriturismo,NULL,2,34,17
2020,Provincia di Nuoro,BARI SARDO,Albergo,3 Stelle,2,81,35
2020,Provincia di Nuoro,BARI SARDO,Albergo,4 Stelle,2,221,103
2020,Provincia di Nuoro,BARI SARDO,Albergo residenziale,3 Stelle,3,145,62
2020,Provincia di Nuoro,BARI SARDO,Alloggi privati,NULL,87,444,215
2020,Provincia di Nuoro,BARI SARDO,Bed and breakfast,NULL,2,10,5
2020,Provincia di Nuoro,BARI SARDO,Bed and breakfast,1 Stella,1,5,3
2020,Provincia di Nuoro,BARI SARDO,Bed and breakfast,2 Stelle,2,11,5
2020,Provincia di Nuoro,BARI SARDO,Bed and breakfast,3 Stelle,1,10,6
2020,Provincia di Nuoro,BARI SARDO,Campeggio,NULL,1,850,195
2020,Provincia di Nuoro,BARI SARDO,Campeggio,3 Stelle,1,320,85
2020,Provincia di Nuoro,BARI SARDO,Campeggio,4 Stelle,1,320,103
2020,Provincia di Nuoro,BARI SARDO,Case e appartamenti per vacanze,II Categoria,2,28,13
2020,Provincia di Nuoro,BARI SARDO,Residence,II Categoria,2,38,16
2020,Provincia di Nuoro,BARI SARDO,Villaggio albergo,3 Stelle,1,40,20
2020,Provincia del Sud Sardegna,BARUMINI,Affittacamere,II Categoria,1,11,6
2020,Provincia del Sud Sardegna,BARUMINI,Albergo,3 Stelle,2,35,17
2020,Provincia del Sud Sardegna,BARUMINI,Bed and breakfast,3 Stelle,1,2,1
2020,Provincia di Oristano,BAULADU,Agriturismo,NULL,1,9,4
2020,Provincia di Oristano,BAULADU,Alloggi privati,NULL,1,9,2
2020,Provincia di Oristano,BAULADU,Bed and breakfast,NULL,1,5,2
2020,Provincia di Oristano,BAULADU,Bed and breakfast,3 Stelle,1,6,3
2020,Provincia di Nuoro,BAUNEI,Affittacamere,I Categoria,2,23,12
2020,Provincia di Nuoro,BAUNEI,Affittacamere,II Categoria,4,29,15
2020,Provincia di Nuoro,BAUNEI,Albergo,2 Stelle,1,37,17
2020,Provincia di Nuoro,BAUNEI,Albergo,3 Stelle,5,198,104
2020,Provincia di Nuoro,BAUNEI,Albergo,4 Stelle,2,87,40
2020,Provincia di Nuoro,BAUNEI,Alloggi privati,NULL,200,827,390
2020,Provincia di Nuoro,BAUNEI,Bed and breakfast,NULL,2,9,5
2020,Provincia di Nuoro,BAUNEI,Bed and breakfast,1 Stella,4,12,7
2020,Provincia di Nuoro,BAUNEI,Bed and breakfast,2 Stelle,2,5,4
2020,Provincia di Nuoro,BAUNEI,Bed and breakfast,3 Stelle,7,36,19
2020,Provincia di Nuoro,BAUNEI,Case e appartamenti per vacanze,NULL,1,25,13
2020,Provincia di Nuoro,BAUNEI,Case e appartamenti per vacanze,II Categoria,2,34,21
2020,Provincia di Nuoro,BAUNEI,Locanda,II Categoria,1,12,6
2020,Provincia di Nuoro,BAUNEI,Ostelli per la gioventù,NULL,1,29,18
2020,Provincia di Nuoro,BELVÌ,Agriturismo,NULL,1,8,4
2020,Provincia di Nuoro,BELVÌ,Albergo,2 Stelle,1,24,12
2020,Provincia di Nuoro,BELVÌ,Alloggi privati,NULL,3,14,9
2020,Provincia di Sassari,BENETUTTI,Agriturismo,NULL,1,2,0
2020,Provincia di Sassari,BENETUTTI,Albergo,3 Stelle,1,120,61
2020,Provincia di Sassari,BENETUTTI,Albergo,4 Stelle,1,46,23
2020,Provincia di Sassari,BENETUTTI,Bed and breakfast,NULL,1,6,3
2020,Provincia di Sassari,BENETUTTI,Bed and breakfast,2 Stelle,1,6,3
2020,Provincia di Sassari,BERCHIDDA,Affittacamere,I Categoria,2,16,NULL
2020,Provincia di Sassari,BERCHIDDA,Agriturismo,NULL,1,5,0
2020,Provincia di Sassari,BERCHIDDA,Albergo,3 Stelle,2,103,55
2020,Provincia di Sassari,BERCHIDDA,Alloggi privati,NULL,1,7,NULL
2020,Provincia di Sassari,BERCHIDDA,Bed and breakfast,NULL,3,12,3
2020,Provincia di Sassari,BERCHIDDA,Bed and breakfast,2 Stelle,1,4,2
2020,Provincia di Sassari,BERCHIDDA,Campeggio,2 Stelle,1,272,68
2020,Provincia di Sassari,BESSUDE,Agriturismo,NULL,1,7,4
2020,Provincia di Sassari,BESSUDE,Alloggi privati,NULL,1,6,3
2020,Provincia di Sassari,BESSUDE,Bed and breakfast,NULL,1,4,2
2020,Provincia di Nuoro,BITTI,Affittacamere,II Categoria,1,9,3
2020,Provincia di Nuoro,BITTI,Agriturismo,NULL,3,45,20
2020,Provincia di Nuoro,BITTI,Albergo,4 Stelle,1,40,18
2020,Provincia di Nuoro,BITTI,Bed and breakfast,NULL,1,4,2
2020,Provincia di Nuoro,BITTI,Bed and breakfast,1 Stella,2,8,5
2020,Provincia di Nuoro,BITTI,Bed and breakfast,3 Stelle,1,4,2
2020,Provincia di Nuoro,BOLOTANA,Albergo,3 Stelle,1,84,53
2020,Provincia di Nuoro,BOLOTANA,Bed and breakfast,2 Stelle,2,9,5
2020,Provincia di Nuoro,BOLOTANA,Bed and breakfast,3 Stelle,1,2,1
2020,Provincia di Oristano,BONARCADO,Alloggi privati,NULL,1,3,1
2020,Provincia di Oristano,BONARCADO,Villaggio albergo,3 Stelle,1,67,22
2020,Provincia di Sassari,BONNANARO,Alloggi privati,NULL,1,8,4
2020,Provincia di Sassari,BONNANARO,Bed and breakfast,NULL,4,19,12
2020,Provincia di Sassari,BONO,Agriturismo,NULL,1,2,1
2020,Provincia di Sassari,BONO,Albergo,1 Stella,1,18,10
2020,Provincia di Sassari,BONO,Albergo,3 Stelle,1,34,NULL
2020,Provincia di Sassari,BONO,Alloggi privati,NULL,1,6,NULL
2020,Provincia di Sassari,BONO,Bed and breakfast,NULL,4,23,11
2020,Provincia di Sassari,BONORVA,Agriturismo,NULL,1,6,2
2020,Provincia di Sassari,BONORVA,Alloggi privati,NULL,1,8,4
2020,Provincia di Sassari,BONORVA,Bed and breakfast,NULL,7,36,20
2020,Provincia di Sassari,BONORVA,Bed and breakfast,3 Stelle,1,5,2
2020,Provincia di Sassari,BONORVA,Case per ferie,III Categoria,1,24,14
2020,Provincia di Oristano,BORONEDDU,Bed and breakfast,NULL,1,4,2
2020,Provincia di Nuoro,BORTIGALI,Bed and breakfast,NULL,2,12,6
2020,Provincia di Nuoro,BORTIGALI,Bed and breakfast,3 Stelle,1,6,3
2020,Provincia di Sassari,BORTIGIADAS,Agriturismo,NULL,1,9,5
2020,Provincia di Sassari,BORTIGIADAS,Albergo,3 Stelle,1,21,8
2020,Provincia di Sassari,BORTIGIADAS,Bed and breakfast,NULL,1,4,0
2020,Provincia di Sassari,BORTIGIADAS,Bed and breakfast,2 Stelle,1,5,2
2020,Provincia di Sassari,BORUTTA,Bed and breakfast,NULL,1,4,1
2020,Provincia di Oristano,BOSA,Affittacamere,II Categoria,25,214,93
2020,Provincia di Oristano,BOSA,Agriturismo,NULL,2,21,6
2020,Provincia di Oristano,BOSA,Albergo,1 Stella,2,40,23
2020,Provincia di Oristano,BOSA,Albergo,2 Stelle,1,22,12
2020,Provincia di Oristano,BOSA,Albergo,3 Stelle,4,225,109
2020,Provincia di Oristano,BOSA,Albergo,4 Stelle,1,254,139
2020,Provincia di Oristano,BOSA,Albergo diffuso,3 Stelle,2,78,38
2020,Provincia di Oristano,BOSA,Albergo residenziale,3 Stelle,2,177,49
2020,Provincia di Oristano,BOSA,Alloggi privati,NULL,91,436,184
2020,Provincia di Oristano,BOSA,Bed and breakfast,NULL,3,17,8
2020,Provincia di Oristano,BOSA,Bed and breakfast,1 Stella,8,35,18
2020,Provincia di Oristano,BOSA,Bed and breakfast,2 Stelle,5,24,13
2020,Provincia di Oristano,BOSA,Bed and breakfast,3 Stelle,11,53,25
2020,Provincia di Oristano,BOSA,Boat and Breakfast,NULL,1,4,2
2020,Provincia di Oristano,BOSA,Case e appartamenti per vacanze,NULL,1,35,20
2020,Provincia di Oristano,BOSA,Case e appartamenti per vacanze,II Categoria,6,91,39
2020,Provincia di Oristano,BOSA,Villaggi turistici,3 Stelle,1,24,12
2020,Provincia di Sassari,BOTTIDDA,Agriturismo,NULL,1,4,2
2020,Provincia di Sassari,BOTTIDDA,Bed and breakfast,NULL,1,6,4
2020,Provincia di Sassari,BUDDUSÒ,Affittacamere,III Categoria,1,4,2
2020,Provincia di Sassari,BUDDUSÒ,Agriturismo,NULL,2,30,8
2020,Provincia di Sassari,BUDDUSÒ,Albergo,3 Stelle,1,42,26
2020,Provincia di Sassari,BUDDUSÒ,Albergo,4 Stelle,1,34,14
2020,Provincia di Sassari,BUDDUSÒ,Bed and breakfast,NULL,1,6,3
2020,Provincia di Sassari,BUDONI,Affittacamere,NULL,3,20,9
2020,Provincia di Sassari,BUDONI,Affittacamere,II Categoria,2,12,6
2020,Provincia di Sassari,BUDONI,Agriturismo,NULL,2,25,6
2020,Provincia di Sassari,BUDONI,Albergo,1 Stella,2,41,21
2020,Provincia di Sassari,BUDONI,Albergo,2 Stelle,1,20,10
2020,Provincia di Sassari,BUDONI,Albergo,3 Stelle,11,1107,547
2020,Provincia di Sassari,BUDONI,Albergo,4 Stelle,10,3047,1298
2020,Provincia di Sassari,BUDONI,Albergo residenziale,3 Stelle,3,407,88
2020,Provincia di Sassari,BUDONI,Albergo residenziale,4 Stelle,1,36,0
2020,Provincia di Sassari,BUDONI,Alloggi privati,NULL,202,1031,355
2020,Provincia di Sassari,BUDONI,Bed and breakfast,NULL,12,42,28
2020,Provincia di Sassari,BUDONI,Bed and breakfast,2 Stelle,3,14,8
2020,Provincia di Sassari,BUDONI,Campeggio,3 Stelle,2,800,369
2020,Provincia di Sassari,BUDONI,Case e appartamenti per vacanze,NULL,7,166,32
2020,Provincia di Sassari,BUDONI,Case e appartamenti per vacanze,I Categoria,6,143,15
2020,Provincia di Sassari,BUDONI,Case e appartamenti per vacanze,II Categoria,14,606,13
2020,Provincia di Sassari,BUDONI,Residence,II Categoria,1,36,0
2020,Provincia di Sassari,BUDONI,Turismo Rurale,NULL,1,10,5
2020,Provincia di Sassari,BUDONI,Villaggi turistici,4 Stelle,1,434,116
2020,Provincia del Sud Sardegna,BUGGERRU,Affittacamere,II Categoria,1,15,4
2020,Provincia del Sud Sardegna,BUGGERRU,Albergo,3 Stelle,1,22,11
2020,Provincia del Sud Sardegna,BUGGERRU,Albergo,4 Stelle,1,68,28
2020,Provincia del Sud Sardegna,BUGGERRU,Alloggi privati,NULL,37,172,75
2020,Provincia del Sud Sardegna,BUGGERRU,Bed and breakfast,1 Stella,1,5,3
2020,Provincia del Sud Sardegna,BUGGERRU,Bed and breakfast,2 Stelle,1,6,2
2020,Provincia del Sud Sardegna,BUGGERRU,Bed and breakfast,3 Stelle,3,13,8
2020,Provincia del Sud Sardegna,BUGGERRU,Campeggio,1 Stella,1,20,5
2020,Provincia del Sud Sardegna,BUGGERRU,Case e appartamenti per vacanze,II Categoria,2,23,9
2020,Provincia di Sassari,BULTEI,Albergo,2 Stelle,1,25,15
2020,Provincia di Sassari,BULZI,Alloggi privati,NULL,1,2,1
2020,Provincia del Sud Sardegna,BURCEI,Albergo,3 Stelle,1,20,9
2020,Provincia del Sud Sardegna,BURCEI,Turismo Rurale,3 Stelle,1,10,7
2020,Provincia di Oristano,BUSACHI,Affittacamere,II Categoria,1,6,3
2020,Provincia di Oristano,BUSACHI,Bed and breakfast,1 Stella,2,12,4
2020,Provincia di Oristano,CABRAS,Affittacamere,II Categoria,11,88,41
2020,Provincia di Oristano,CABRAS,Agriturismo,NULL,24,386,168
2020,Provincia di Oristano,CABRAS,Albergo,2 Stelle,1,20,10
2020,Provincia di Oristano,CABRAS,Albergo,3 Stelle,2,65,37
2020,Provincia di Oristano,CABRAS,Albergo,4 Stelle,2,62,31
2020,Provincia di Oristano,CABRAS,Albergo diffuso,4 Stelle,1,34,16
2020,Provincia di Oristano,CABRAS,Alloggi privati,NULL,174,861,385
2020,Provincia di Oristano,CABRAS,Bed and breakfast,NULL,1,6,3
2020,Provincia di Oristano,CABRAS,Bed and breakfast,1 Stella,2,12,4
2020,Provincia di Oristano,CABRAS,Bed and breakfast,2 Stelle,6,31,17
2020,Provincia di Oristano,CABRAS,Bed and breakfast,3 Stelle,21,109,56
2020,Provincia di Oristano,CABRAS,Campeggio,3 Stelle,1,660,165
2020,Provincia di Oristano,CABRAS,Case e appartamenti per vacanze,II Categoria,2,21,12
2020,Provincia di Oristano,CABRAS,Residence,I Categoria,2,48,17
2020,Città metropolitana di Cagliari,CAGLIARI,Affittacamere,NULL,16,107,57
2020,Città metropolitana di Cagliari,CAGLIARI,Affittacamere,I Categoria,12,97,50
2020,Città metropolitana di Cagliari,CAGLIARI,Affittacamere,II Categoria,137,1043,529
2020,Città metropolitana di Cagliari,CAGLIARI,Affittacamere,III Categoria,1,8,6
2020,Città metropolitana di Cagliari,CAGLIARI,Albergo,1 Stella,3,54,23
2020,Città metropolitana di Cagliari,CAGLIARI,Albergo,2 Stelle,4,88,52
2020,Città metropolitana di Cagliari,CAGLIARI,Albergo,3 Stelle,10,534,295
2020,Città metropolitana di Cagliari,CAGLIARI,Albergo,4 Stelle,9,1539,745
2020,Città metropolitana di Cagliari,CAGLIARI,Albergo residenziale,3 Stelle,1,298,122
2020,Città metropolitana di Cagliari,CAGLIARI,Alloggi privati,NULL,602,2351,1021
2020,Città metropolitana di Cagliari,CAGLIARI,Bed and breakfast,NULL,186,785,380
2020,Città metropolitana di Cagliari,CAGLIARI,Bed and breakfast,1 Stella,15,49,24
2020,Città metropolitana di Cagliari,CAGLIARI,Bed and breakfast,2 Stelle,11,56,27
2020,Città metropolitana di Cagliari,CAGLIARI,Bed and breakfast,3 Stelle,14,70,34
2020,Città metropolitana di Cagliari,CAGLIARI,Boat and Breakfast,NULL,1,3,1
2020,Città metropolitana di Cagliari,CAGLIARI,Case e appartamenti per vacanze,II Categoria,15,179,117
2020,Città metropolitana di Cagliari,CAGLIARI,Case per ferie,NULL,3,599,339
2020,Città metropolitana di Cagliari,CAGLIARI,Case per ferie,III Categoria,4,285,226
2020,Città metropolitana di Cagliari,CAGLIARI,Ostelli per la gioventù,III Categoria,1,125,35
2020,Città metropolitana di Cagliari,CAGLIARI,Residence,II Categoria,1,50,25
2020,Provincia di Sassari,CALANGIANUS,Agriturismo,NULL,1,12,8
2020,Provincia di Sassari,CALANGIANUS,Alloggi privati,NULL,4,17,3
2020,Provincia di Sassari,CALANGIANUS,Bed and breakfast,NULL,2,4,0
