"anno","provincia","comune","mese","macro_tipologia","provenienza","arrivi","presenze"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Francia","2","3"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Paesi Bassi","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Germania","4","56"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Regno Unito","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Spagna","7","12"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Belgio","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Lussemburgo","2","4"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Islanda","2","16"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Svizzera (incluso Liechtenstein)","2","4"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Turchia","4","15"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Polonia","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Ucraina","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Altri Paesi Europei","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Cina","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Altri Paesi dell'Asia","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Piemonte","63","223"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Lombardia","90","246"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Veneto","17","46"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Friuli-Venezia Giulia","28","29"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Liguria","9","22"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Emilia Romagna","22","63"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Toscana","24","65"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Umbria","8","27"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Marche","6","7"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Lazio","45","259"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Abruzzo","7","17"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Campania","19","88"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Puglia","25","56"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Basilicata","3","3"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Calabria","3","3"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Sicilia","18","51"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Sardegna","396","719"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Bolzano","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","1","Non disponibile","Trento","3","24"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Francia","6","10"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Spagna",,"1"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Turchia","8","40"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Polonia","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Romania","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Slovenia","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Stati Uniti d'America",,"4"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Altri Paesi Asia Occidentale","9","108"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Piemonte","62","293"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Lombardia","69","162"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Veneto","6","26"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Friuli-Venezia Giulia","4","11"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Liguria","7","18"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Emilia Romagna","19","72"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Toscana","9","24"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Umbria","4","33"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Marche","5","11"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Lazio","30","65"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Abruzzo","9","42"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Molise","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Campania","16","43"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Puglia","37","127"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Calabria","4","5"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Sicilia","18","73"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Sardegna","184","360"
"2020","Città metropolitana Cagliari","ASSEMINI","10","Non disponibile","Trento","9","17"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Francia","3","60"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Germania","8","9"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Austria","12","24"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Brasile","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Piemonte","55","202"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Lombardia","42","69"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Veneto","11","31"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Liguria","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Emilia Romagna","12","44"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Toscana","12","40"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Marche","3","4"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Lazio","27","37"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Abruzzo","6","27"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Campania","13","25"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Puglia","3","21"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Basilicata","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Sicilia","14","157"
"2020","Città metropolitana Cagliari","ASSEMINI","11","Non disponibile","Sardegna","210","518"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Francia","2","6"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Germania","1","8"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Austria","1","42"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Croazia","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Piemonte","12","60"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Lombardia","21","80"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Veneto","8","22"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Friuli-Venezia Giulia","7","26"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Liguria","5","23"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Emilia Romagna","4","31"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Toscana","6","17"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Umbria","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Lazio","26","60"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Abruzzo","4","25"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Campania","10","26"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Puglia","4","34"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Basilicata","1","7"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Calabria","3","5"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Sicilia","17","99"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Sardegna","159","463"
"2020","Città metropolitana Cagliari","ASSEMINI","12","Non disponibile","Trento","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Francia","11","39"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Paesi Bassi","2","14"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Germania","9","45"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Regno Unito","8","12"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Irlanda","1","6"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Spagna","1","19"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Belgio","1","24"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Lussemburgo","1","9"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Islanda",,"44"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Lituania","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Repubblica Ceca","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Romania","4","21"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Russia","1","4"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Altri Paesi Europei","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Venezuela","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Argentina","2","12"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Israele","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Australia","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Piemonte","59","130"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Valle d'Aosta","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Lombardia","79","148"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Veneto","17","55"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Friuli-Venezia Giulia","54","56"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Liguria","9","13"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Emilia Romagna","35","102"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Toscana","30","66"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Umbria","8","12"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Marche","9","18"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Lazio","67","263"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Abruzzo","8","15"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Molise","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Campania","25","99"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Puglia","18","56"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Basilicata","5","25"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Calabria","2","4"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Sicilia","29","69"
"2020","Città metropolitana Cagliari","ASSEMINI","2","Non disponibile","Sardegna","328","758"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Francia","2","3"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Germania","2","9"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Irlanda",,"9"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Spagna","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Belgio","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Lussemburgo",,"2"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Moldavia","1","6"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Altri Paesi Europei",,"9"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Venezuela",,"10"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Piemonte","6","12"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Lombardia","18","46"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Veneto","6","10"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Liguria","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Emilia Romagna","7","54"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Toscana","8","33"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Umbria","4","31"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Marche","1","6"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Lazio","17","64"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Abruzzo","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Campania","13","52"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Puglia","11","60"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Basilicata","2","7"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Sicilia","4","29"
"2020","Città metropolitana Cagliari","ASSEMINI","3","Non disponibile","Sardegna","111","226"
"2020","Città metropolitana Cagliari","ASSEMINI","4","Non disponibile","Lombardia","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","4","Non disponibile","Marche","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","4","Non disponibile","Lazio","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","4","Non disponibile","Campania","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","4","Non disponibile","Sicilia","1","26"
"2020","Città metropolitana Cagliari","ASSEMINI","4","Non disponibile","Sardegna","14","89"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Altri Paesi Europei","3","60"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Piemonte","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Lombardia","13","52"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Veneto","4","39"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Friuli-Venezia Giulia","2","4"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Liguria","3","6"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Emilia Romagna","10","26"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Toscana","3","7"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Umbria","2","26"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Lazio","15","64"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Abruzzo","2","7"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Campania","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Puglia","3","22"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Sicilia","3","11"
"2020","Città metropolitana Cagliari","ASSEMINI","5","Non disponibile","Sardegna","51","123"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Germania","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Portogallo","1","2"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Altri Paesi Europei",,"33"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Piemonte","15","36"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Lombardia","42","116"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Veneto","8","57"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Friuli-Venezia Giulia","3","9"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Liguria","5","14"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Emilia Romagna","25","68"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Toscana","12","19"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Umbria","14","34"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Marche","4","7"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Lazio","49","169"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Abruzzo","10","12"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Campania","16","43"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Puglia","17","62"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Basilicata","1","3"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Calabria","2","4"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Sicilia","15","67"
"2020","Città metropolitana Cagliari","ASSEMINI","6","Non disponibile","Sardegna","174","456"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Francia","29","106"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Paesi Bassi","6","19"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Germania","12","39"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Regno Unito","3","8"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Danimarca","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Spagna","8","20"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Belgio","2","6"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Svizzera (incluso Liechtenstein)","6","6"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Austria","2","4"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Polonia","6","46"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Repubblica Ceca","2","8"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Ungheria","2","6"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Romania","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Slovenia","4","16"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Altri Paesi Africa Mediterranea","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Piemonte","14","38"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Lombardia","62","223"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Veneto","20","63"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Friuli-Venezia Giulia","9","13"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Liguria","10","36"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Emilia Romagna","30","139"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Toscana","25","58"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Umbria","14","83"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Marche","7","14"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Lazio","31","107"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Abruzzo","7","56"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Campania","50","382"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Puglia","23","117"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Basilicata","2","6"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Calabria","2","4"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Sicilia","29","135"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Sardegna","136","610"
"2020","Città metropolitana Cagliari","ASSEMINI","7","Non disponibile","Trento","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Francia","63","216"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Paesi Bassi","24","47"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Germania","34","122"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Regno Unito","15","37"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Portogallo","3","25"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Spagna","16","44"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Belgio","16","53"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Finlandia","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Svizzera (incluso Liechtenstein)","13","71"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Austria","2","4"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Lituania","1","9"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Polonia","23","101"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Slovacchia","6","12"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Ungheria","3","17"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Romania","2","14"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Ucraina","2","8"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Russia","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Slovenia","4","4"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Altri Paesi Africa Mediterranea","3","25"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Stati Uniti d'America","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Canada","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Altri Paesi Centro - Sud America","1","5"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Cina","5","5"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Altri Paesi dell'Asia","1","3"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Piemonte","24","55"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Lombardia","90","321"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Veneto","18","93"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Friuli-Venezia Giulia","12","33"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Liguria","7","17"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Emilia Romagna","24","94"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Toscana","35","106"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Umbria","6","14"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Marche","17","53"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Lazio","51","148"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Abruzzo","3","18"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Campania","36","323"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Puglia","14","63"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Basilicata","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Calabria","1","4"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Sicilia","22","132"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Sardegna","250","391"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Bolzano","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","8","Non disponibile","Trento","7","28"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Francia","24","42"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Paesi Bassi","10","100"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Germania","14","23"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Regno Unito","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Danimarca","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Grecia","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Portogallo","2","4"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Spagna","3","4"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Belgio","5","11"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Svezia","4","8"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Svizzera (incluso Liechtenstein)","5","7"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Austria","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Lituania","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Polonia","5","35"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Romania","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Slovenia","2","2"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Altri Paesi Europei","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Altri Paesi dell'Africa","1","1"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Stati Uniti d'America","4","39"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Brasile","1","4"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Altri Paesi Centro - Sud America","1","3"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Altri Paesi Asia Occidentale","1","5"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Piemonte","31","87"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Lombardia","57","172"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Veneto","25","117"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Friuli-Venezia Giulia","3","3"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Liguria","11","19"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Emilia Romagna","23","74"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Toscana","10","26"
"2020","Città metropolitana Cagliari","ASSEMINI","9","Non disponibile","Umbria","3","32"
